controller,n,success_rate,mean_calls,mean_total_tokens,mean_latency_s
context_gate_high_only,30,0.8333333333333334,1.8666666666666667,578.6,4.529443333333334
context_gate_medium_high,30,0.8,2.4,759.3666666666667,5.66638
direct_low,30,0.8333333333333334,1.0,275.3666666666667,2.9559400000000005
learned_gate_loto,30,0.8333333333333334,1.0,275.3666666666667,2.9559400000000005
standard_full,30,0.8333333333333334,3.0,960.1,6.804693333333334
