target,reference,n_pairs,success_margin,success_noninferior_by_ci,success_evidence_informative,publication_ready_success_claim,min_publication_pairs,success_mean_diff,success_ci_low,success_ci_high,total_observed_work_mean_diff,total_observed_work_ci_low,total_observed_work_ci_high
learned_gate_loto,standard_full,60,0.1,False,True,False,30,-0.08333333333333333,-0.15,-0.016666666666666666,-4.0,-4.0,-4.0
