strategy,flagged_groups,flagged_test_share,acceptance_rate,accepted_high_workload_rate,high_workload_recall_by_routing,workload_share_routed,mean_workload_accepted,mean_workload_routed
global_gate,0,0.0,0.31275129236071225,0.07897153351698806,0.9256698357821953,0.935295643153527,1.3746556473829201,9.042624320936063
calibration_risk_flags,6,0.7886272257323378,0.08701895462377944,0.0627062706270627,0.9835782195332757,0.9860390733056709,1.066006600660066,7.176156023906889
risk_or_low_support_flags,15,0.9037909247558874,0.08156232050545663,0.03873239436619718,0.9904926534140017,0.992176694329184,0.6373239436619719,7.177923702313946
