split,train_rows,calibration_rows,test_rows,target,workload,high_workload_quantile,high_workload_threshold,test_auc,test_average_precision,test_brier,features,selector,selector_value,score_threshold,calibration_acceptance_rate,calibration_abstention_rate,calibration_high_workload_rate,calibration_accepted_high_workload_rate,calibration_high_workload_recall_by_abstention,calibration_abstention_precision_for_high_workload,calibration_mean_workload_accepted,calibration_mean_workload_abstained,calibration_workload_share_abstained,test_acceptance_rate,test_abstention_rate,test_high_workload_rate,test_accepted_high_workload_rate,test_high_workload_recall_by_abstention,test_abstention_precision_for_high_workload,test_mean_workload_accepted,test_mean_workload_abstained,test_workload_share_abstained,calibrated_acceptance_target,calibrated_accepted_high_rate
repository_disjoint,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,0.24617205867529793,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.8,0.8825076642727091,0.7998655311519498,0.2001344688480502,0.3922008068130883,0.32754272905575793,0.332,0.6506159014557671,5.4822079013729335,11.251959686450167,0.33929898021206184,0.8061458931648477,0.19385410683515222,0.33228029867892017,0.2785892411827574,0.324114088159032,0.5555555555555556,5.441752760954756,11.645925925925926,0.3397735131396957,,
repository_disjoint,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,0.24617205867529793,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.05,0.21501182239380245,0.16450022411474674,0.8354997758852533,0.3922008068130883,0.04904632152588556,0.9794285714285714,0.45976394849785407,0.885558583106267,7.76931330472103,0.9780509218612818,0.13584147041929925,0.8641585295807007,0.33228029867892017,0.03805496828752643,0.9844425237683665,0.3785310734463277,0.9069767441860465,7.546360917248255,0.981457468879668,0.16450022411474674,0.04904632152588556
repository_disjoint,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,0.24617205867529793,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.1,0.3569324379046899,0.315329448677723,0.684670551322277,0.3922008068130883,0.09950248756218906,0.92,0.5270049099836334,1.6922530206112296,8.914238952536826,0.9195988383872493,0.31275129236071225,0.6872487076392878,0.33228029867892017,0.07897153351698806,0.9256698357821953,0.44755536982866695,1.3746556473829201,9.042624320936063,0.935295643153527,0.315329448677723,0.09950248756218906
repository_disjoint,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,0.24617205867529793,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.15,0.6273521298131114,0.43702375616315553,0.5629762438368444,0.3922008068130883,0.14974358974358976,0.8331428571428572,0.5804140127388535,2.486666666666667,9.858678343949045,0.8362598770851625,0.5060310166570936,0.4939689833429064,0.33228029867892017,0.14642451759364358,0.777009507346586,0.5226744186046511,2.713393870601589,10.671511627906977,0.7933523513139695,0.43702375616315553,0.14974358974358976
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.2,0.07636891355888113,0.2,0.8,0.15859987929993966,0.003621001810500905,0.9954337899543378,0.19734459867229934,0.08449004224502112,4.189649969824985,0.9949836970152998,0.002178649237472767,0.9978213507625272,0.4684095860566449,0.0,1.0,0.46943231441048033,3.0,10.98471615720524,0.9994040524433849,,
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.4,0.10131174310229824,0.4,0.6,0.15859987929993966,0.004224502112251056,0.989345509893455,0.2615167974250654,0.12130356065178033,5.533494266747133,0.9855960442867892,0.002178649237472767,0.9978213507625272,0.4684095860566449,0.0,1.0,0.46943231441048033,3.0,10.98471615720524,0.9994040524433849,,
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.6,0.17703544386159775,0.6,0.4,0.15859987929993966,0.009454838060752363,0.9642313546423136,0.3823174411587206,0.2363709515188091,8.066988533494266,0.9578988856641227,0.002178649237472767,0.9978213507625272,0.4684095860566449,0.0,1.0,0.46943231441048033,3.0,10.98471615720524,0.9994040524433849,,
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.8,0.7206942512836767,0.8,0.2,0.15859987929993966,0.06925165962582981,0.6506849315068494,0.515992757996379,1.3992154496077247,11.246228123114062,0.6677057579992117,0.4793028322440087,0.5206971677559913,0.4684095860566449,0.38181818181818183,0.6093023255813953,0.5481171548117155,8.263636363636364,13.456066945606695,0.6388557806912991,,
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.05,0.6295225440468807,0.7585998792999397,0.24140012070006034,0.15859987929993966,0.04996022275258552,0.76103500761035,0.5,0.9665871121718377,10.917,0.7823282811996131,0.2657952069716776,0.7342047930283224,0.4684095860566449,0.29508196721311475,0.8325581395348837,0.5311572700296736,6.204918032786885,12.691394658753708,0.8496225665474771,0.7585998792999397,0.04996022275258552
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.1,0.8176230847275486,0.8673506336753168,0.13264936632468316,0.15859987929993966,0.09991650431394378,0.4535768645357686,0.5423111919927207,2.0606735318675202,11.92083712465878,0.46941846716113084,0.7167755991285403,0.28322440087145967,0.4684095860566449,0.41033434650455924,0.37209302325581395,0.6153846153846154,9.01823708206687,15.9,0.41060786650774733,0.8673506336753168,0.09991650431394378
leave_agent_out:Claude_Code,24852,8285,459,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.6423179565383148,0.6121568567521154,0.29357347876255163,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.15,0.9235434382169564,0.9754978877489439,0.024502112251056127,0.15859987929993966,0.14996288047512993,0.0776255707762557,0.5024630541871922,3.1462509279881217,12.22167487684729,0.08889605503600989,0.9520697167755992,0.04793028322440087,0.4684095860566449,0.4576659038901602,0.06976744186046512,0.6818181818181818,9.963386727688787,30.90909090909091,0.1350814461660707,0.9754978877489439,0.14996288047512993
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.2,0.05992284870659929,0.20008383400866284,0.7999161659913372,0.12267709934330026,0.0006983240223463687,0.9988610478359908,0.1531877729257642,0.020251396648044692,2.504978165938865,0.997981906750174,0.0,1.0,0.575251509054326,0.0,1.0,0.575251509054326,0.0,13.250503018108652,1.0,,
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.4,0.07964013862851287,0.40002794466955427,0.5999720553304457,0.12267709934330026,0.00209570380719525,0.9931662870159453,0.20307405682347462,0.04959832343695424,3.313460642757336,0.9901183020180933,0.0,1.0,0.575251509054326,0.0,1.0,0.575251509054326,0.0,13.250503018108652,1.0,,
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.6,0.12976948470178434,0.5999720553304457,0.40002794466955427,0.12267709934330026,0.005123428039124359,0.9749430523917996,0.29898707649318895,0.09967396367023754,4.869717079986029,0.9702157272094641,0.0,1.0,0.575251509054326,0.0,1.0,0.575251509054326,0.0,13.250503018108652,1.0,,
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.8,0.41415792854591493,0.7999161659913372,0.20008383400866284,0.12267709934330026,0.02759825327510917,0.8200455580865603,0.5027932960893855,0.4698689956331878,8.156424581005586,0.8128044537230341,0.04929577464788732,0.9507042253521126,0.575251509054326,0.563265306122449,0.9517313746065058,0.5758730158730159,12.204081632653061,13.304761904761905,0.954597221167717,,
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.05,0.6696200413196842,0.8579013553164734,0.14209864468352662,0.12267709934330026,0.05,0.6503416856492027,0.5614552605703048,0.8057003257328991,9.265486725663717,0.655741127348643,0.19859154929577466,0.8014084507042254,0.575251509054326,0.5714285714285714,0.8027282266526757,0.5761988450916394,12.28368794326241,13.490082852121516,0.8158985650292309,0.8579013553164734,0.05
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.1,0.9563482423240783,0.9628335894928043,0.037166410507195755,0.12267709934330026,0.09998548831809606,0.2152619589977221,0.7105263157894737,1.6377884196778407,11.593984962406015,0.21461377870563675,0.8416498993963782,0.15835010060362173,0.575251509054326,0.579010279703562,0.15285064707939838,0.5552731893265566,13.238106622041597,13.316391359593393,0.15913749905094526,0.9628335894928043,0.09998548831809606
leave_agent_out:Copilot,21469,7157,4970,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.5068777298545619,0.5689609392741088,0.3240132930859905,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.15,0.9999999999998204,1.0,0.0,0.12267709934330026,0.12267709934330026,0.0,0.0,2.007824507475199,0.0,0.0,0.9995975855130784,0.00040241448692152917,0.575251509054326,0.5750805152979066,0.0006995452955578874,1.0,13.247383252818036,21.0,0.0006377647862728722,1.0,0.12267709934330026
leave_agent_out:Cursor,24041,8014,1541,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.9459101490553132,0.5739009609868043,0.4582919737110454,0.2986187728661092,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.2,0.07536242052211523,0.20002495632642875,0.7999750436735712,0.1524831544796606,0.0031191515907673115,0.9959083469721768,0.18982997972235222,0.07610729881472239,4.189362034004056,0.9954781319495923,0.0012978585334198572,0.9987021414665801,0.3770279039584685,0.0,1.0,0.3775178687459389,2.0,6.546458739441196,0.9996031352316698,,
