split,baseline,train_rows,calibration_rows,test_rows,target,workload,high_workload_quantile,high_workload_threshold,test_auc,test_average_precision,features,selector,selector_value,score_threshold,calibration_acceptance_rate,calibration_abstention_rate,calibration_high_workload_rate,calibration_accepted_high_workload_rate,calibration_high_workload_recall_by_abstention,calibration_abstention_precision_for_high_workload,calibration_mean_workload_accepted,calibration_mean_workload_abstained,calibration_workload_share_abstained,test_acceptance_rate,test_abstention_rate,test_high_workload_rate,test_accepted_high_workload_rate,test_high_workload_recall_by_abstention,test_abstention_precision_for_high_workload,test_mean_workload_accepted,test_mean_workload_abstained,test_workload_share_abstained,calibrated_acceptance_target,calibrated_accepted_high_rate
temporal,cost_sensitive_workload_logistic,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8992787331542333,0.4937788759842608,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;positive_sample_weight=1+clipped_log_workload_q75",calibration_risk_budget,0.15,0.8876290379422532,0.9422533115046882,0.0577466884953118,0.169816937044203,0.14989733059548255,0.16827344434706398,0.4948453608247423,3.650608118780603,12.56958762886598,0.17424702561720676,0.9501488095238095,0.04985119047619048,0.14151785714285714,0.11981205951448708,0.19558359621451105,0.5552238805970149,2.73876272513704,13.349253731343284,0.20365226103192313,0.9422533115046882,0.14989733059548255
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",fixed_acceptance,0.2,0.11313251894301868,0.20002976633427594,0.7999702336657241,0.169816937044203,0.002232142857142857,0.9973707274320771,0.21172093023255814,0.11532738095238096,5.178418604651163,0.9944621101146879,0.25148809523809523,0.7485119047619048,0.14151785714285714,0.00650887573964497,0.9884332281808622,0.18687872763419483,0.15739644970414202,4.31272365805169,0.9878865157794071,,
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",fixed_acceptance,0.4,0.17341877820642732,0.4000595326685519,0.5999404673314481,0.169816937044203,0.004836309523809524,0.9886064855390009,0.2798313073678988,0.17522321428571427,6.826593897295957,0.9831719604130194,0.48839285714285713,0.5116071428571428,0.14151785714285714,0.006398537477148081,0.9779179810725552,0.2705061082024433,0.16240097501523462,6.232111692844677,0.975727492144451,,
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",fixed_acceptance,0.6,0.35536650988257545,0.5999404673314481,0.4000595326685519,0.169816937044203,0.024311585214586953,0.9141104294478528,0.3880208333333333,0.607541552964525,9.501488095238095,0.912501339812069,0.6886904761904762,0.3113095238095238,0.14151785714285714,0.022039757994814176,0.8927444794952681,0.4058317399617591,0.47385479688850474,9.448374760994264,0.900132064301653,,
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",fixed_acceptance,0.8,0.7152125600182864,0.7999702336657241,0.20002976633427594,0.169816937044203,0.08874418604651163,0.581945661700263,0.49404761904761907,2.0907906976744184,12.463541666666666,0.5984851191539533,0.8227678571428572,0.17723214285714287,0.14151785714285714,0.06529209621993128,0.6203995793901157,0.49538203190596136,1.488695966720926,11.526448362720403,0.6251650803770663,,
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",calibration_risk_budget,0.05,0.5121483812156027,0.6983182021134098,0.3016817978865903,0.169816937044203,0.049872122762148335,0.7949167397020158,0.4474592994573261,1.1918158567774937,11.049333991119882,0.8002072242666762,0.7482142857142857,0.2517857142857143,0.14151785714285714,0.03381066030230708,0.8212407991587802,0.46158392434988177,0.7488066825775657,10.752955082742316,0.8285441049228107,0.6983182021134098,0.049872122762148335
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",calibration_risk_budget,0.1,0.762527287375486,0.8295877362702783,0.17041226372972168,0.169816937044203,0.09992823824901327,0.5118317265556529,0.5100436681222708,2.433979189092214,12.595633187772926,0.5152738575869091,0.8461309523809524,0.15386904761904763,0.14151785714285714,0.07421737601125572,0.5562565720294427,0.511605415860735,1.6839606049947238,11.97678916827853,0.563960107473018,0.8295877362702783,0.09992823824901327
temporal,logistic_no_agent,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8934394810072108,0.497226758783805,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,repo_language,feature_task_type",calibration_risk_budget,0.15,0.9136315186318648,0.9458252716178003,0.054174728382199736,0.169816937044203,0.14996066089693155,0.16476774758983348,0.5164835164835165,3.6468922108575925,13.222527472527473,0.1719604130194005,0.9485119047619047,0.051488095238095236,0.14151785714285714,0.1201757138374647,0.19453207150368035,0.5346820809248555,2.717602761217446,13.401734104046243,0.2111662644018398,0.9458252716178003,0.14996066089693155
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",fixed_acceptance,0.2,0.11612615210164741,0.38264622711713053,0.6173537728828695,0.169816937044203,0.0027226760015558148,0.9938650306748467,0.2733847637415622,0.09996110462854921,6.685631629701061,0.9908178212869342,0.49836309523809524,0.5016369047619048,0.14151785714285714,0.006270528515974918,0.9779179810725552,0.2758825274399288,0.1433263660794267,6.371699792346485,0.978141081105697,,
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",fixed_acceptance,0.4,0.1220360823586697,0.4022920077392469,0.5977079922607531,0.169816937044203,0.0029596744358120607,0.992988606485539,0.28212151394422313,0.1313355530891602,6.88097609561753,0.9873164457465433,0.5126488095238095,0.48735119047619047,0.14151785714285714,0.00725689404934688,0.9737118822292324,0.2827480916030534,0.17880986937590712,6.5169465648854965,0.9719477207523112,,
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",fixed_acceptance,0.6,0.20290501885154832,0.6050007441583569,0.3949992558416431,0.169816937044203,0.03222632226322263,0.8851884312007011,0.38055764883195176,0.7321033210332103,9.424642049736248,0.8936725142020079,0.6921130952380953,0.3078869047619048,0.14151785714285714,0.023220812728445495,0.886435331230284,0.40744320927984534,0.5854654912921953,9.2972450459159,0.8759961746891936,,
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",fixed_acceptance,0.8,0.30510936444479314,0.81529989581783,0.18470010418216998,0.169816937044203,0.10624315443592552,0.4899211218229623,0.45044319097502017,2.6237677984665937,10.971796937953263,0.4864768301832863,0.8407738095238095,0.15922619047619047,0.14151785714285714,0.0752212389380531,0.5531019978969506,0.491588785046729,1.8104424778761061,10.962616822429906,0.5341773304795301,,
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",calibration_risk_budget,0.05,0.23197027699638476,0.6724214912933473,0.3275785087066528,0.169816937044203,0.051571491810535636,0.7957931638913234,0.4125397546569741,1.16157591854803,10.332121762835074,0.812497766979885,0.7394345238095238,0.2605654761904762,0.14151785714285714,0.03320587643389012,0.8264984227129337,0.4488863506567676,0.8247132219762527,10.20045688178184,0.813379479939888,0.6687006995088555,0.049855330514133094
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",calibration_risk_budget,0.1,0.2908307362784785,0.780175621372228,0.219824378627772,0.169816937044203,0.09996184662342618,0.5407537248028046,0.4177386594448206,2.485501716901946,10.12863913337847,0.5344956947372181,0.8220238095238095,0.17797619047619048,0.14151785714285714,0.07060101375814627,0.5899053627760252,0.4690635451505017,1.7251991310644461,10.392140468227424,0.5660093811193588,0.780175621372228,0.09996184662342618
temporal,categorical_prior,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.8848259643670009,0.47826784828672775,"agent,feature_task_type,repo_language",calibration_risk_budget,0.15,0.35252438774358746,0.9589224586992112,0.041077541300788806,0.169816937044203,0.15303430079155672,0.13584574934268187,0.5615942028985508,3.73552692844948,14.206521739130435,0.14009074993747545,0.9575892857142857,0.04241071428571429,0.14151785714285714,0.124009324009324,0.1608832807570978,0.5368421052631579,2.8234654234654233,13.298245614035087,0.1725943804362676,0.9498437267450514,0.14995299279222815
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",fixed_acceptance,0.2,-1.6425985690784664,0.20002976633427594,0.7999702336657241,0.169816937044203,0.11458333333333333,0.8650306748466258,0.1836279069767442,2.6316964285714284,4.549209302325582,0.8736289256493622,0.17232142857142857,0.8276785714285714,0.14151785714285714,0.08031088082901554,0.9022082018927445,0.15426105717367852,1.810880829015544,3.571017619561309,0.9045038480805137,,
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",fixed_acceptance,0.4,-1.0484062913024483,0.4000595326685519,0.5999404673314481,0.169816937044203,0.07738095238095238,0.8177037686240141,0.23145621433887373,1.8355654761904763,5.719424460431655,0.823716460037872,0.39419642857142856,0.6058035714285714,0.14151785714285714,0.04907512268780672,0.8633017875920084,0.20167035126504546,1.1649679124197811,4.635961680176861,0.8594653672753768,,
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",fixed_acceptance,0.6,-0.1861319867999373,0.5999404673314481,0.4000595326685519,0.169816937044203,0.07243860084346317,0.7440841367221736,0.3158482142857143,1.670553212602332,7.907366071428571,0.7594054807245704,0.6306547619047619,0.3693452380952381,0.14151785714285714,0.045068428504011326,0.7991587802313355,0.30620467365028203,1.024067956583294,7.098710717163578,0.8023589416640102,,
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",fixed_acceptance,0.8,2.322171992266208,0.7999702336657241,0.20002976633427594,0.169816937044203,0.09897674418604652,0.5337423312883436,0.453125,2.336186046511628,11.482142857142858,0.5513594626460395,0.8145833333333333,0.18541666666666667,0.14151785714285714,0.07544757033248081,0.5657202944269191,0.4317817014446228,1.6956521739130435,10.174157303370787,0.5773031558814153,,
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",calibration_risk_budget,0.05,-4.650192531509599,0.0002976633427593392,0.9997023366572406,0.169816937044203,0.0,1.0,0.16986750037218998,1.5,4.166443352687211,0.9998928150344778,0.0008928571428571428,0.9991071428571429,0.14151785714285714,0.16666666666666666,0.9989484752891693,0.14149538278224605,2.1666666666666665,3.2686922847780755,0.9994079876132793,0.0002976633427593392,0.0
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",calibration_risk_budget,0.1,2.3344034487805576,0.8014585503795207,0.19854144962047923,0.169816937044203,0.0999071494893222,0.5284837861524978,0.452023988005997,2.367688022284123,11.423538230884558,0.54446389653078,0.815327380952381,0.18467261904761906,0.14151785714285714,0.0757437488592809,0.5636172450052577,0.43190975020145045,1.699580215367768,10.190975020145045,0.5759369734505214,0.8014585503795207,0.0999071494893222
temporal,simple_text_threshold,20157,6719,6720,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,2.0794415416798357,0.7858863110220168,0.41720563443807523,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix",calibration_risk_budget,0.15,5.053214771126132,0.9428486381902069,0.057151361809793126,0.169816937044203,0.1499605367008682,0.16739702015775634,0.4973958333333333,3.6388318863456983,12.856770833333334,0.17639072492765015,0.9398809523809524,0.06011904761904762,0.14151785714285714,0.11526282457251424,0.23449001051524712,0.551980198019802,2.6402786573780874,13.076732673267326,0.2405847260804226,0.9428486381902069,0.1499605367008682
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.2,0.26045425972083736,0.2001344688480502,0.7998655311519498,0.3922008068130883,0.0683090705487122,0.9651428571428572,0.47324180442701036,1.1802911534154534,8.002241524236481,0.9644087256027555,0.1961516369902355,0.8038483630097645,0.33228029867892017,0.040995607613469986,0.975799481417459,0.40335834226509465,0.9048316251830161,8.045016077170418,0.9732883817427386,,
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.4,0.5111252204896929,0.40004482294935007,0.5999551770506499,0.3922008068130883,0.13277310924369748,0.8645714285714285,0.5651849084796414,2.212885154061625,9.586850952558834,0.8666171405416357,0.44658242389431363,0.5534175761056864,0.33228029867892017,0.1067524115755627,0.8565254969749352,0.5142708873897249,1.9794212218649518,10.408925791385574,0.8669605809128631,,
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.6,0.8066048748078495,0.5999551770506499,0.40004482294935007,0.3922008068130883,0.23907358983937244,0.6342857142857142,0.6218487394957983,4.117669032499066,10.415126050420168,0.6277774025798609,0.6435956346927053,0.35640436530729463,0.33228029867892017,0.20838911200356983,0.5963699222126189,0.5560032232070911,3.859437751004016,11.67365028203062,0.6261670124481328,,
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",fixed_acceptance,0.8,0.8825076642727091,0.7998655311519498,0.2001344688480502,0.3922008068130883,0.32754272905575793,0.332,0.6506159014557671,5.4822079013729335,11.251959686450167,0.33929898021206184,0.8061458931648477,0.19385410683515222,0.33228029867892017,0.2785892411827574,0.324114088159032,0.5555555555555556,5.441752760954756,11.645925925925926,0.3397735131396957,,
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.05,0.21501182239380245,0.16450022411474674,0.8354997758852533,0.3922008068130883,0.04904632152588556,0.9794285714285714,0.45976394849785407,0.885558583106267,7.76931330472103,0.9780509218612818,0.13584147041929925,0.8641585295807007,0.33228029867892017,0.03805496828752643,0.9844425237683665,0.3785310734463277,0.9069767441860465,7.546360917248255,0.981457468879668,0.16450022411474674,0.04904632152588556
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.1,0.3569324379046899,0.315329448677723,0.684670551322277,0.3922008068130883,0.09950248756218906,0.92,0.5270049099836334,1.6922530206112296,8.914238952536826,0.9195988383872493,0.31275129236071225,0.6872487076392878,0.33228029867892017,0.07897153351698806,0.9256698357821953,0.44755536982866695,1.3746556473829201,9.042624320936063,0.935295643153527,0.315329448677723,0.09950248756218906
repository_disjoint,logistic_all_features,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.7644283975055994,0.5406955935065365,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type",calibration_risk_budget,0.15,0.6273521298131114,0.43702375616315553,0.5629762438368444,0.3922008068130883,0.14974358974358976,0.8331428571428572,0.5804140127388535,2.486666666666667,9.858678343949045,0.8362598770851625,0.5060310166570936,0.4939689833429064,0.33228029867892017,0.14642451759364358,0.777009507346586,0.5226744186046511,2.713393870601589,10.671511627906977,0.7933523513139695,0.43702375616315553,0.14974358974358976
repository_disjoint,selective_uncertainty_only,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.37600784379327334,0.2755929748998343,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;score=prediction_uncertainty_only",fixed_acceptance,0.2,0.2214014210050411,0.2001344688480502,0.7998655311519498,0.3922008068130883,0.6013437849944009,0.6931428571428572,0.3398711123564023,10.553191489361701,5.657046791818437,0.6817721348011075,0.19327972429638138,0.8067202757036186,0.33228029867892017,0.512630014858841,0.7018150388936906,0.2890708437166251,10.679049034175334,5.677821288714845,0.6893585753803596,,
repository_disjoint,selective_uncertainty_only,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.37600784379327334,0.2755929748998343,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;score=prediction_uncertainty_only",fixed_acceptance,0.4,0.3003736419327695,0.40004482294935007,0.5999551770506499,0.3922008068130883,0.47507002801120446,0.5154285714285715,0.3369443406798655,8.069467787114846,5.681733283526335,0.5136084284460053,0.32912119471568063,0.6708788052843193,0.33228029867892017,0.4781849912739965,0.526361279170268,0.2607020547945205,9.953752181500873,5.020976027397261,0.5069588520055325,,
repository_disjoint,selective_uncertainty_only,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.37600784379327334,0.2755929748998343,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;score=prediction_uncertainty_only",fixed_acceptance,0.6,0.4293532883721766,0.5999551770506499,0.40004482294935007,0.3922008068130883,0.45461337317893163,0.30457142857142855,0.29859943977591036,7.658573029510646,5.104761904761904,0.3076923076923077,0.5189546237794371,0.48104537622056287,0.33228029867892017,0.4200332042058661,0.3439930855661193,0.23761194029850746,8.790260099612617,4.32955223880597,0.3134508990318119,,
repository_disjoint,selective_uncertainty_only,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.37600784379327334,0.2755929748998343,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;score=prediction_uncertainty_only",fixed_acceptance,0.8,0.6338176921566481,0.7998655311519498,0.2001344688480502,0.3922008068130883,0.419445222751471,0.14457142857142857,0.28331466965285557,7.115718688708322,4.723404255319149,0.1424326332140204,0.7415278575531303,0.2584721424468696,0.33228029867892017,0.35863671572424477,0.1996542783059637,0.25666666666666665,7.266072811773819,4.861111111111111,0.18909923928077454,,
repository_disjoint,selective_uncertainty_only,25652,4462,3482,outcome_downstream_workload_log,outcome_downstream_workload_raw,0.8,1.791759469228055,0.37600784379327334,0.2755929748998343,"feature_title_chars,feature_body_chars,feature_title_mentions_test,feature_body_mentions_test,feature_body_mentions_fix,feature_repo_stars,feature_task_type_confidence,feature_initial_detail_changed_files,feature_initial_detail_additions,feature_initial_detail_deletions,feature_initial_detail_churn,feature_initial_detail_added_files,feature_initial_detail_modified_files,feature_initial_detail_removed_files,feature_initial_detail_test_files,agent,repo_language,feature_task_type;score=prediction_uncertainty_only",calibration_risk_budget,0.05,8.113411244181634e-05,0.00044822949350067237,0.9995517705064993,0.3922008068130883,0.0,1.0,0.3923766816143498,2.5,6.638789237668162,0.9998311609373944,0.0002871912693854107,0.9997128087306146,0.33228029867892017,1.0,0.9991356957649092,0.33208848032174665,16.0,6.6417696064349325,0.9993084370677732,0.00044822949350067237,0.0
