target,reference,n_pairs,success_margin,success_noninferior_by_ci,success_evidence_informative,publication_ready_success_claim,min_publication_pairs,success_mean_diff,success_ci_low,success_ci_high,total_observed_work_mean_diff,total_observed_work_ci_low,total_observed_work_ci_high
context_gate_medium_high,direct_low,60,0.1,True,True,True,30,0.13333333333333333,0.05,0.21666666666666667,2.8,2.3333333333333335,3.2666666666666666
