controller,n,success_rate,mean_calls,mean_total_tokens,mean_latency_s
context_gate_high_only,60,0.9,1.8666666666666667,802.6666666666666,13.853936666666666
context_gate_medium_high,60,0.9666666666666667,2.4,1067.5666666666666,17.50964
direct_low,60,0.8333333333333334,1.0,330.5,6.51051
standard_full,60,0.9666666666666667,3.0,1364.4,21.62528
