dataset,controller,headroom_bin,mean_drift,mean_delta_sq,negative_drift_rate,negative_delta_sq_rate,rows
test,pareto_camc_rsrc_anchor,<=0,-0.13235647231478062,0.013064501909131934,0.8947368421052632,0.0,19
test,pareto_camc_rsrc_anchor,"(0,0.03]",-0.24411299508801607,-0.037028326186173334,1.0,0.16666666666666666,6
test,pareto_camc_rsrc_anchor,"(0.03,0.08]",-0.3085807035354014,0.0,1.0,0.0,30
test,pareto_camc_rsrc_anchor,"(0.08,0.15]",-0.35704105925128127,-4.173257527872099e-06,1.0,0.005050505050505051,198
test,pareto_camc_rsrc_anchor,>0.15,-0.40296024736713437,-0.00010214281038845365,1.0,0.004048582995951417,247
test,pareto_camc_sempc_candidate,<=0,-0.13548088336905262,0.013061692620223733,0.8947368421052632,0.0,19
test,pareto_camc_sempc_candidate,"(0,0.03]",-0.24493491002656334,-0.04442952473359596,1.0,0.2,5
test,pareto_camc_sempc_candidate,"(0.03,0.08]",-0.30927100748001995,0.0,1.0,0.0,29
test,pareto_camc_sempc_candidate,"(0.08,0.15]",-0.342105738922844,-5.6414531459749754e-06,1.0,0.00684931506849315,146
test,pareto_camc_sempc_candidate,>0.15,-0.3926372073708982,-8.372386696664043e-05,1.0,0.0033222591362126247,301
test,pareto_camc_static_anchor,<=0,-0.13619662070230115,0.013061692620223733,0.8947368421052632,0.0,19
test,pareto_camc_static_anchor,"(0,0.03]",-0.2472736068257991,-0.0370246039446633,1.0,0.16666666666666666,6
test,pareto_camc_static_anchor,"(0.03,0.08]",-0.3117501657883208,0.0,1.0,0.0,28
test,pareto_camc_static_anchor,"(0.08,0.15]",-0.34144231311145573,-5.491014395415643e-06,1.0,0.006666666666666667,150
test,pareto_camc_static_anchor,>0.15,-0.3896548191277346,-8.485146113454131e-05,1.0,0.003367003367003367,297
test,plain_mpc,<=0,-0.21786455688707593,0.00031032871859456717,0.981203007518797,0.011278195488721804,266
test,plain_mpc,"(0,0.03]",-0.2851086298608442,-0.00045519990759990673,1.0,0.011428571428571429,175
test,plain_mpc,"(0.03,0.08]",-0.38828388729682894,-7.40373157992612e-05,1.0,0.02564102564102564,39
test,plain_mpc,"(0.08,0.15]",-0.42638981059140035,0.0,1.0,0.0,17
test,plain_mpc,>0.15,-0.44244486770179287,0.0,1.0,0.0,3
test,rsrc,<=0,-0.13235647231478062,0.013064501909131934,0.8947368421052632,0.0,19
test,rsrc,"(0,0.03]",-0.24411299508801607,-0.037028326186173334,1.0,0.16666666666666666,6
test,rsrc,"(0.03,0.08]",-0.3085807035354014,0.0,1.0,0.0,30
test,rsrc,"(0.08,0.15]",-0.35704105925128127,-4.173257527872099e-06,1.0,0.005050505050505051,198
test,rsrc,>0.15,-0.40296024736713437,-0.00010214281038845365,1.0,0.004048582995951417,247
test,rsrc_no_context,<=0,-0.13650515651257827,0.013064501909131934,0.8947368421052632,0.0,19
test,rsrc_no_context,"(0,0.03]",-0.27010320195678633,-0.055542489279260004,1.0,0.25,4
test,rsrc_no_context,"(0.03,0.08]",-0.3014069792027236,0.0,1.0,0.0,30
test,rsrc_no_context,"(0.08,0.15]",-0.35788222871731096,-4.259304074838535e-06,1.0,0.005154639175257732,194
test,rsrc_no_context,>0.15,-0.40473763460523937,-9.972045124880652e-05,1.0,0.003952569169960474,253
test,rsrc_no_recovery,<=0,-0.12316287481857227,0.013796737422031077,0.8888888888888888,0.0,18
test,rsrc_no_recovery,"(0,0.03]",-0.2730592826986631,-0.05555519522204308,1.0,0.25,4
test,rsrc_no_recovery,"(0.03,0.08]",-0.29609167804117575,0.0,1.0,0.0,18
test,rsrc_no_recovery,"(0.08,0.15]",-0.3480880419419134,-4.861768955584758e-06,1.0,0.0058823529411764705,170
test,rsrc_no_recovery,>0.15,-0.3992491527306247,-8.72206620204747e-05,1.0,0.0034482758620689655,290
test,se_mpc,<=0,-0.13235993881789362,0.013064432927538817,0.8947368421052632,0.0,19
test,se_mpc,"(0,0.03]",-0.2442619724733032,-0.03702823003447096,1.0,0.16666666666666666,6
test,se_mpc,"(0.03,0.08]",-0.3130682139081052,0.0,1.0,0.0,31
test,se_mpc,"(0.08,0.15]",-0.3551837260587057,-4.070467933589536e-06,1.0,0.0049261083743842365,203
test,se_mpc,>0.15,-0.40360359805024093,-0.00010468274035640286,1.0,0.004149377593360996,241
test,static_aggressive,<=0,-0.2096461375597854,0.0007257033813354041,0.9487179487179487,0.02564102564102564,39
test,static_aggressive,"(0,0.03]",-0.3242398671430802,0.0,1.0,0.0,45
test,static_aggressive,"(0.03,0.08]",-0.35447141682655736,-3.829590111592568e-06,1.0,0.010101010101010102,99
test,static_aggressive,"(0.08,0.15]",-0.389486376303834,-0.00015427238923222705,1.0,0.0055248618784530384,181
test,static_aggressive,>0.15,-0.43651817855203084,0.0,1.0,0.0,136
test,static_conservative,<=0,-0.13619662070230115,0.013061692620223733,0.8947368421052632,0.0,19
test,static_conservative,"(0,0.03]",-0.2472736068257991,-0.0370246039446633,1.0,0.16666666666666666,6
test,static_conservative,"(0.03,0.08]",-0.3117501657883208,0.0,1.0,0.0,28
test,static_conservative,"(0.08,0.15]",-0.34144231311145573,-5.491014395415643e-06,1.0,0.006666666666666667,150
test,static_conservative,>0.15,-0.3896548191277346,-8.485146113454131e-05,1.0,0.003367003367003367,297
verified,adaptive_threshold,<=0,-0.18259941808582378,4.421282537096209e-05,0.9574468085106383,0.02127659574468085,47
verified,adaptive_threshold,"(0,0.03]",-0.24681924145362213,0.0,1.0,0.0,36
verified,adaptive_threshold,"(0.03,0.08]",-0.276473146048789,0.0,1.0,0.0,103
verified,adaptive_threshold,"(0.08,0.15]",-0.34279977596791933,-8.731104169895876e-06,1.0,0.004201680672268907,238
verified,adaptive_threshold,>0.15,-0.4021004245014686,0.0,1.0,0.0,76
verified,always_verify,<=0,-0.15589894646297126,0.0,1.0,0.0,9
verified,always_verify,"(0,0.03]",-0.22584496687883063,0.0,1.0,0.0,6
verified,always_verify,"(0.03,0.08]",-0.28779331333841096,0.0,1.0,0.0,13
verified,always_verify,"(0.08,0.15]",-0.34846198272928897,0.0,1.0,0.0,127
verified,always_verify,>0.15,-0.37752390842259853,0.0,1.0,0.0,345
verified,always_verify_throttle,<=0,-0.15684573024492734,0.0,1.0,0.0,9
verified,always_verify_throttle,"(0,0.03]",-0.23033656303540068,0.0,1.0,0.0,5
verified,always_verify_throttle,"(0.03,0.08]",-0.28314663080105384,0.0,1.0,0.0,14
verified,always_verify_throttle,"(0.08,0.15]",-0.34538148042770994,0.0,1.0,0.0,124
verified,always_verify_throttle,>0.15,-0.3749943439404811,0.0,1.0,0.0,348
verified,camc_rsrc_anchor,<=0,-0.16004047099983437,0.0,1.0,0.0,11
verified,camc_rsrc_anchor,"(0,0.03]",-0.22562552159901614,0.0,1.0,0.0,8
verified,camc_rsrc_anchor,"(0.03,0.08]",-0.289060046553194,0.0,1.0,0.0,20
verified,camc_rsrc_anchor,"(0.08,0.15]",-0.3557384636885064,0.0,1.0,0.0,222
verified,camc_rsrc_anchor,>0.15,-0.399351054444754,0.0,1.0,0.0,239
verified,camc_sempc_candidate,<=0,-0.16240155771042053,0.0,1.0,0.0,13
verified,camc_sempc_candidate,"(0,0.03]",-0.24330951256610747,0.0,1.0,0.0,10
verified,camc_sempc_candidate,"(0.03,0.08]",-0.28594680386923443,0.0,1.0,0.0,35
verified,camc_sempc_candidate,"(0.08,0.15]",-0.35511457800389534,0.0,1.0,0.0,243
verified,camc_sempc_candidate,>0.15,-0.4017721119623261,0.0,1.0,0.0,199
verified,camc_static_anchor,<=0,-0.16209083954822487,0.0,1.0,0.0,10
verified,camc_static_anchor,"(0,0.03]",-0.2304412504610248,0.0,1.0,0.0,8
verified,camc_static_anchor,"(0.03,0.08]",-0.29616091213746404,0.0,1.0,0.0,16
verified,camc_static_anchor,"(0.08,0.15]",-0.3406153362863187,0.0,1.0,0.0,154
verified,camc_static_anchor,>0.15,-0.38862528519207395,0.0,1.0,0.0,312
verified,greedy_myopic,<=0,-0.2399621426439588,2.2357704003802255e-06,0.983739837398374,0.008130081300813009,123
verified,greedy_myopic,"(0,0.03]",-0.3077101669089856,0.0,1.0,0.0,67
verified,greedy_myopic,"(0.03,0.08]",-0.33904637053054987,0.0,1.0,0.0,145
verified,greedy_myopic,"(0.08,0.15]",-0.3925611818226627,-2.254096387268588e-06,1.0,0.00819672131147541,122
verified,greedy_myopic,>0.15,-0.44129738735415375,0.0,1.0,0.0,43
verified,headroom_only,<=0,-0.12904323724144118,0.0,1.0,0.0,8
verified,headroom_only,"(0,0.03]",-0.24092744074892078,0.0,1.0,0.0,8
verified,headroom_only,"(0.03,0.08]",-0.2773976293478108,0.0,1.0,0.0,13
verified,headroom_only,"(0.08,0.15]",-0.3525604027365171,0.0,1.0,0.0,175
verified,headroom_only,>0.15,-0.3957750452222065,0.0,1.0,0.0,296
verified,maxweight_backlog,<=0,-0.16678981499755177,0.0,1.0,0.0,11
verified,maxweight_backlog,"(0,0.03]",-0.22608588100244403,0.0,1.0,0.0,7
verified,maxweight_backlog,"(0.03,0.08]",-0.29188383077902014,0.0,1.0,0.0,16
verified,maxweight_backlog,"(0.08,0.15]",-0.35419322777629186,0.0,1.0,0.0,202
verified,maxweight_backlog,>0.15,-0.39645701122382254,0.0,1.0,0.0,264
verified,minimal_verify,<=0,-0.07765282638345092,-2.7821244771604662e-21,0.9410569105691057,0.09146341463414634,492
verified,minimal_verify,"(0,0.03]",-0.38620892968085335,0.0,1.0,0.0,3
verified,minimal_verify,"(0.03,0.08]",-0.458407182273285,0.0,1.0,0.0,3
verified,minimal_verify,"(0.08,0.15]",-0.4470935076377166,0.0,1.0,0.0,1
verified,minimal_verify,>0.15,-0.602215526722477,0.0,1.0,0.0,1
verified,oracle_src,<=0,-0.06021621291092742,0.0014145627657204786,0.75,0.0,16
verified,oracle_src,"(0,0.03]",-0.16099861825557335,0.0,1.0,0.0,19
verified,oracle_src,"(0.03,0.08]",-0.19823535158893055,-3.059112222486617e-05,1.0,0.023809523809523808,42
verified,oracle_src,"(0.08,0.15]",-0.24835000081697833,-1.8560573848008811e-07,1.0,0.005494505494505495,182
verified,oracle_src,>0.15,-0.3320436357763605,-8.844148080365106e-05,1.0,0.008298755186721992,241
verified,pareto_camc_rsrc_anchor,<=0,-0.1600461190723327,0.0,1.0,0.0,11
verified,pareto_camc_rsrc_anchor,"(0,0.03]",-0.224814191515273,0.0,1.0,0.0,7
verified,pareto_camc_rsrc_anchor,"(0.03,0.08]",-0.2916708911560528,0.0,1.0,0.0,18
verified,pareto_camc_rsrc_anchor,"(0.08,0.15]",-0.35945888928993786,0.0,1.0,0.0,219
verified,pareto_camc_rsrc_anchor,>0.15,-0.3973611109362961,0.0,1.0,0.0,245
verified,pareto_camc_sempc_candidate,<=0,-0.15969674486692848,0.0,1.0,0.0,10
verified,pareto_camc_sempc_candidate,"(0,0.03]",-0.2294566748009389,0.0,1.0,0.0,8
verified,pareto_camc_sempc_candidate,"(0.03,0.08]",-0.2979965859125343,0.0,1.0,0.0,15
verified,pareto_camc_sempc_candidate,"(0.08,0.15]",-0.34090684142453886,0.0,1.0,0.0,152
verified,pareto_camc_sempc_candidate,>0.15,-0.3878036850038283,0.0,1.0,0.0,315
verified,pareto_camc_static_anchor,<=0,-0.1622223949736124,0.0,1.0,0.0,10
verified,pareto_camc_static_anchor,"(0,0.03]",-0.23046123254638054,0.0,1.0,0.0,8
verified,pareto_camc_static_anchor,"(0.03,0.08]",-0.2962190740504531,0.0,1.0,0.0,16
verified,pareto_camc_static_anchor,"(0.08,0.15]",-0.3407410811352767,0.0,1.0,0.0,154
verified,pareto_camc_static_anchor,>0.15,-0.38691477448795236,0.0,1.0,0.0,312
verified,plain_mpc,<=0,-0.19871302164091298,8.598120813572617e-05,0.9834437086092715,0.009933774834437087,302
verified,plain_mpc,"(0,0.03]",-0.2726052056885968,-0.0001686124990713591,1.0,0.012987012987012988,154
verified,plain_mpc,"(0.03,0.08]",-0.39763298019726173,0.0,1.0,0.0,26
verified,plain_mpc,"(0.08,0.15]",-0.4772960613495422,0.0,1.0,0.0,15
verified,plain_mpc,>0.15,-0.4522490610044804,0.0,1.0,0.0,3
verified,rsrc,<=0,-0.1600461190723327,0.0,1.0,0.0,11
verified,rsrc,"(0,0.03]",-0.224814191515273,0.0,1.0,0.0,7
verified,rsrc,"(0.03,0.08]",-0.2916708911560528,0.0,1.0,0.0,18
verified,rsrc,"(0.08,0.15]",-0.35945888928993786,0.0,1.0,0.0,219
verified,rsrc,>0.15,-0.3973611109362961,0.0,1.0,0.0,245
verified,rsrc_no_context,<=0,-0.16118190533016005,0.0,1.0,0.0,10
verified,rsrc_no_context,"(0,0.03]",-0.22643398304798784,0.0,1.0,0.0,8
verified,rsrc_no_context,"(0.03,0.08]",-0.2916686971003491,0.0,1.0,0.0,18
verified,rsrc_no_context,"(0.08,0.15]",-0.36085050268046565,0.0,1.0,0.0,216
verified,rsrc_no_context,>0.15,-0.39794408191215186,0.0,1.0,0.0,248
verified,rsrc_no_recovery,<=0,-0.12540127611512059,0.0,1.0,0.0,8
verified,rsrc_no_recovery,"(0,0.03]",-0.23217483426782234,0.0,1.0,0.0,9
verified,rsrc_no_recovery,"(0.03,0.08]",-0.28200995027483583,0.0,1.0,0.0,12
verified,rsrc_no_recovery,"(0.08,0.15]",-0.3519530005188604,0.0,1.0,0.0,177
verified,rsrc_no_recovery,>0.15,-0.39461544456865244,0.0,1.0,0.0,294
verified,se_mpc,<=0,-0.1600461245139337,0.0,1.0,0.0,11
verified,se_mpc,"(0,0.03]",-0.22493460172915083,0.0,1.0,0.0,7
verified,se_mpc,"(0.03,0.08]",-0.29185435865781034,0.0,1.0,0.0,18
verified,se_mpc,"(0.08,0.15]",-0.35888819086136886,0.0,1.0,0.0,221
verified,se_mpc,>0.15,-0.39681375205545605,0.0,1.0,0.0,243
verified,static_aggressive,<=0,-0.22935447603734616,0.0,1.0,0.0,30
verified,static_aggressive,"(0,0.03]",-0.31265288945114694,0.0,1.0,0.0,31
verified,static_aggressive,"(0.03,0.08]",-0.3467583297686233,0.0,1.0,0.0,113
verified,static_aggressive,"(0.08,0.15]",-0.3902997271527088,0.0,1.0,0.0,201
verified,static_aggressive,>0.15,-0.4280808379256929,0.0,1.0,0.0,125
verified,static_conservative,<=0,-0.1622223949736124,0.0,1.0,0.0,10
verified,static_conservative,"(0,0.03]",-0.23046123254638054,0.0,1.0,0.0,8
verified,static_conservative,"(0.03,0.08]",-0.2962190740504531,0.0,1.0,0.0,16
verified,static_conservative,"(0.08,0.15]",-0.3407410811352767,0.0,1.0,0.0,154
verified,static_conservative,>0.15,-0.38691477448795236,0.0,1.0,0.0,312
