dataset,controller,profile,safety_augmented_cost,ci_low,ci_high
verified,maxweight_backlog,medium,1.03157368914601,1.0062755188126502,1.05687185947937
verified,maxweight_backlog,high,1.5835736891460102,1.5402755188126502,1.62687185947937
verified,minimal_verify,low,0.6991264245178077,0.6986538612233701,0.6995989878122453
verified,minimal_verify,medium,1.1861264245178078,1.1846538612233701,1.1875989878122453
verified,minimal_verify,high,1.9166264245178075,1.91365386122337,1.9195989878122452
verified,oracle_src,low,0.6669029542632936,0.6609403055019417,0.6728656030246454
verified,oracle_src,medium,1.1009029542632935,1.0889403055019418,1.1128656030246453
verified,oracle_src,high,1.7519029542632936,1.7309403055019417,1.7728656030246455
verified,pareto_camc_rsrc_anchor,low,0.66606390277213,0.6505901265480644,0.6815376789961958
verified,pareto_camc_rsrc_anchor,medium,1.03706390277213,1.0065901265480643,1.0675376789961957
verified,pareto_camc_rsrc_anchor,high,1.59356390277213,1.5405901265480644,1.6465376789961956
verified,pareto_camc_sempc_candidate,low,0.663968897444148,0.6493811656259852,0.6785566292623109
verified,pareto_camc_sempc_candidate,medium,1.026968897444148,0.9973811656259852,1.0565566292623108
verified,pareto_camc_sempc_candidate,high,1.5714688974441482,1.5193811656259852,1.623556629262311
verified,pareto_camc_static_anchor,low,0.6623371986882924,0.6487021438419285,0.6759722535346564
verified,pareto_camc_static_anchor,medium,1.0293371986882924,1.0027021438419284,1.0559722535346565
verified,pareto_camc_static_anchor,high,1.5798371986882924,1.5337021438419285,1.6259722535346564
verified,plain_mpc,low,0.6762056403430126,0.6702315119572853,0.68217976872874
verified,plain_mpc,medium,1.1232056403430126,1.1122315119572852,1.13417976872874
verified,plain_mpc,high,1.7937056403430125,1.7752315119572852,1.81217976872874
verified,rsrc,low,0.66606390277213,0.6505901265480644,0.6815376789961958
verified,rsrc,medium,1.03706390277213,1.0065901265480643,1.0675376789961957
verified,rsrc,high,1.59356390277213,1.5405901265480644,1.6465376789961956
verified,rsrc_no_context,low,0.6660668141811186,0.6505901265480644,0.6815435018141727
verified,rsrc_no_context,medium,1.0370668141811183,1.0065901265480643,1.0675435018141726
verified,rsrc_no_context,high,1.5935668141811186,1.5405901265480644,1.6465435018141727
verified,rsrc_no_recovery,low,0.6675709868806451,0.6534077129880655,0.6817342607732246
verified,rsrc_no_recovery,medium,1.039570986880645,1.0114077129880654,1.0677342607732245
verified,rsrc_no_recovery,high,1.597570986880645,1.5484077129880653,1.6467342607732245
verified,se_mpc,low,0.6651568807207087,0.6487760824452216,0.6815376789961958
verified,se_mpc,medium,1.0361568807207084,1.0047760824452214,1.0675376789961957
verified,se_mpc,high,1.5926568807207087,1.5387760824452217,1.6465376789961956
verified,static_aggressive,low,0.6779861795786706,0.6624781137815574,0.6934942453757836
verified,static_aggressive,medium,1.0549861795786706,1.0244781137815573,1.0854942453757837
verified,static_aggressive,high,1.6204861795786707,1.5674781137815574,1.6734942453757837
verified,static_conservative,low,0.6623371986882924,0.6487021438419285,0.6759722535346564
verified,static_conservative,medium,1.0293371986882924,1.0027021438419284,1.0559722535346565
verified,static_conservative,high,1.5798371986882924,1.5337021438419285,1.6259722535346564
