dataset,controller_a,controller_b,metric,a_minus_b,ci_low,ci_high
smith,camc_rsrc_anchor,rsrc,certificate_service_violation_rate,0.0,0.0,0.0
smith,camc_rsrc_anchor,rsrc,negative_drift_rate_outside_safe,0.001109842719431764,0.0,0.002219685438863528
smith,camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.07499999999999929,0.0,0.14999999999999858
smith,camc_sempc_candidate,static_conservative,discounted_cost,-0.003888057544370882,-0.004927539424549265,-0.0028485756641924986
smith,camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,0.00211194245562929,0.00015142433580761505,0.004072460575450965
smith,camc_sempc_candidate,static_conservative,success_rate,-0.008000000000000007,-0.01200000000000001,-0.0040000000000000036
smith,camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
smith,camc_sempc_candidate,static_conservative,safe_occupancy_rate,-0.017999999999999995,-0.023999999999999994,-0.011999999999999997
smith,camc_sempc_candidate,static_conservative,benchmark_safe_occupancy_rate,0.0059999999999999915,-0.003999999999999976,0.01599999999999996
smith,camc_sempc_candidate,static_conservative,verification_rate,-0.019999999999999962,-0.025333333333333208,-0.014666666666666717
smith,camc_sempc_candidate,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
smith,camc_sempc_candidate,static_conservative,negative_drift_rate_outside_safe,-0.0012123140120180453,-0.004887774133384815,0.002463146109348724
smith,camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.5107142857142861,0.2142857142857153,0.8071428571428569
smith,camc_sempc_candidate,se_mpc,discounted_cost,-0.0045574692568203234,-0.005661805173783674,-0.003453133339856973
smith,camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,0.0014425307431796819,-0.00045313333985697035,0.003338194826216334
smith,camc_sempc_candidate,se_mpc,success_rate,-0.008000000000000007,-0.01200000000000001,-0.0040000000000000036
smith,camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
smith,camc_sempc_candidate,se_mpc,safe_occupancy_rate,-0.006000000000000005,-0.01200000000000001,0.0
smith,camc_sempc_candidate,se_mpc,benchmark_safe_occupancy_rate,0.034,0.016000000000000014,0.05199999999999999
smith,camc_sempc_candidate,se_mpc,verification_rate,-0.019999999999999962,-0.025333333333333208,-0.014666666666666717
smith,camc_sempc_candidate,se_mpc,certificate_service_violation_rate,0.0,0.0,0.0
smith,camc_sempc_candidate,se_mpc,negative_drift_rate_outside_safe,0.001109842719431764,0.0,0.002219685438863528
smith,camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.07499999999999929,0.0,0.14999999999999858
smith,pareto_camc_static_anchor,static_conservative,discounted_cost,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,safety_augmented_cost_medium,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,safe_occupancy_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,benchmark_safe_occupancy_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,verification_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,negative_drift_rate_outside_safe,0.0,0.0,0.0
smith,pareto_camc_static_anchor,static_conservative,avg_return_time_to_safe,0.0,0.0,0.0
smith,pareto_camc_rsrc_anchor,rsrc,discounted_cost,-0.0005767139150528733,-0.0006045576756644744,-0.0005488701544412722
smith,pareto_camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,-0.0005767139150529843,-0.0006045576756645854,-0.0005488701544413832
smith,pareto_camc_rsrc_anchor,rsrc,success_rate,0.0,0.0,0.0
smith,pareto_camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
smith,pareto_camc_rsrc_anchor,rsrc,safe_occupancy_rate,0.005999999999999998,0.0,0.011999999999999997
smith,pareto_camc_rsrc_anchor,rsrc,benchmark_safe_occupancy_rate,0.020000000000000004,0.01999999999999999,0.020000000000000018
smith,pareto_camc_rsrc_anchor,rsrc,verification_rate,0.001333333333333353,0.0,0.002666666666666706
smith,pareto_camc_rsrc_anchor,rsrc,certificate_service_violation_rate,0.0,0.0,0.0
smith,pareto_camc_rsrc_anchor,rsrc,negative_drift_rate_outside_safe,0.0033980565749552882,-0.002463146109348724,0.0092592592592593
smith,pareto_camc_rsrc_anchor,rsrc,avg_return_time_to_safe,-0.10714285714285765,-0.2142857142857153,0.0
smith,pareto_camc_sempc_candidate,static_conservative,discounted_cost,9.269779739656814e-05,0.0,0.00018539559479313628
smith,pareto_camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,9.269779739662365e-05,0.0,0.0001853955947932473
smith,pareto_camc_sempc_candidate,static_conservative,success_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,static_conservative,safe_occupancy_rate,-0.0059999999999999915,-0.011999999999999983,0.0
smith,pareto_camc_sempc_candidate,static_conservative,benchmark_safe_occupancy_rate,-0.008000000000000007,-0.016000000000000014,0.0
smith,pareto_camc_sempc_candidate,static_conservative,verification_rate,0.001333333333333353,0.0,0.002666666666666706
smith,pareto_camc_sempc_candidate,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,static_conservative,negative_drift_rate_outside_safe,0.001075899843505479,0.0,0.002151799687010958
smith,pareto_camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.3285714285714292,0.0,0.6571428571428584
smith,pareto_camc_sempc_candidate,se_mpc,discounted_cost,-0.0005767139150528733,-0.0006045576756644744,-0.0005488701544412722
smith,pareto_camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,-0.0005767139150529843,-0.0006045576756645854,-0.0005488701544413832
smith,pareto_camc_sempc_candidate,se_mpc,success_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,se_mpc,safe_occupancy_rate,0.005999999999999998,0.0,0.011999999999999997
smith,pareto_camc_sempc_candidate,se_mpc,benchmark_safe_occupancy_rate,0.020000000000000004,0.01999999999999999,0.020000000000000018
smith,pareto_camc_sempc_candidate,se_mpc,verification_rate,0.001333333333333353,0.0,0.002666666666666706
smith,pareto_camc_sempc_candidate,se_mpc,certificate_service_violation_rate,0.0,0.0,0.0
smith,pareto_camc_sempc_candidate,se_mpc,negative_drift_rate_outside_safe,0.0033980565749552882,-0.002463146109348724,0.0092592592592593
smith,pareto_camc_sempc_candidate,se_mpc,avg_return_time_to_safe,-0.10714285714285765,-0.2142857142857153,0.0
smith,headroom_only,minimal_verify,discounted_cost,-10.610859948475886,-11.402226424965512,-9.81949347198626
smith,headroom_only,minimal_verify,safety_augmented_cost_medium,-12.581359948475885,-13.372226424965513,-11.79049347198626
smith,headroom_only,minimal_verify,success_rate,0.222,0.184,0.26
smith,headroom_only,minimal_verify,overload_rate,-0.9019999999999999,-0.9159999999999999,-0.888
smith,headroom_only,minimal_verify,safe_occupancy_rate,0.10200000000000001,0.06799999999999999,0.136
smith,headroom_only,minimal_verify,benchmark_safe_occupancy_rate,0.22999999999999998,0.172,0.288
smith,headroom_only,minimal_verify,verification_rate,0.9593333333333331,0.9559999999999995,0.9626666666666667
smith,headroom_only,minimal_verify,certificate_service_violation_rate,0.0,0.0,0.0
smith,headroom_only,minimal_verify,negative_drift_rate_outside_safe,0.7735762617430427,0.7661681207588976,0.7809844027271878
smith,headroom_only,minimal_verify,avg_return_time_to_safe,-235.89166666666665,-238.25,-233.53333333333333
smith,always_verify_throttle,always_verify,discounted_cost,-0.0002717980791313579,-0.0003326540701336089,-0.00021094208812910686
smith,always_verify_throttle,always_verify,safety_augmented_cost_medium,-0.0002717980791314689,-0.00033265407013383097,-0.00021094208812910686
smith,always_verify_throttle,always_verify,success_rate,0.0,0.0,0.0
smith,always_verify_throttle,always_verify,overload_rate,0.0,0.0,0.0
smith,always_verify_throttle,always_verify,safe_occupancy_rate,0.008000000000000007,0.0040000000000000036,0.01200000000000001
smith,always_verify_throttle,always_verify,benchmark_safe_occupancy_rate,0.011999999999999983,0.0040000000000000036,0.019999999999999962
smith,always_verify_throttle,always_verify,verification_rate,0.0,0.0,0.0
smith,always_verify_throttle,always_verify,certificate_service_violation_rate,0.0,0.0,0.0
smith,always_verify_throttle,always_verify,negative_drift_rate_outside_safe,-0.0014105793929445332,-0.002060439560439553,-0.0007607192254495132
smith,always_verify_throttle,always_verify,avg_return_time_to_safe,-1.3624999999999998,-3.458333333333332,0.7333333333333325
test,rsrc,static_conservative,discounted_cost,0.001686212260858716,0.0015322682407369892,0.0018401562809804428
test,rsrc,static_conservative,safety_augmented_cost_medium,0.0016862122608586882,0.0015322682407369337,0.0018401562809804428
test,rsrc,static_conservative,success_rate,0.0,0.0,0.0
test,rsrc,static_conservative,overload_rate,0.0,0.0,0.0
test,rsrc,static_conservative,safe_occupancy_rate,-0.07999999999999999,-0.08799999999999997,-0.07200000000000001
test,rsrc,static_conservative,benchmark_safe_occupancy_rate,-0.07199999999999995,-0.07999999999999996,-0.06399999999999995
test,rsrc,static_conservative,verification_rate,-0.002666666666666706,-0.005333333333333412,0.0
test,rsrc,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,static_conservative,negative_drift_rate_outside_safe,0.0012060919176675178,0.0008714596949891407,0.0015407241403458949
test,rsrc,static_conservative,avg_return_time_to_safe,0.20384199134199132,-0.03214285714285703,0.4398268398268397
test,se_mpc,static_conservative,discounted_cost,0.0007326420193587424,-6.235785775499103e-05,0.0015276418964724758
test,se_mpc,static_conservative,safety_augmented_cost_medium,-0.00076735798064137,-0.0030623578577551047,0.0015276418964723648
test,se_mpc,static_conservative,success_rate,0.0020000000000000018,0.0,0.0040000000000000036
test,se_mpc,static_conservative,overload_rate,0.0,0.0,0.0
test,se_mpc,static_conservative,safe_occupancy_rate,-0.07799999999999999,-0.09199999999999997,-0.064
test,se_mpc,static_conservative,benchmark_safe_occupancy_rate,-0.06799999999999995,-0.07199999999999995,-0.06399999999999995
test,se_mpc,static_conservative,verification_rate,-0.003333333333333355,-0.005333333333333412,-0.0013333333333332975
test,se_mpc,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,se_mpc,static_conservative,negative_drift_rate_outside_safe,0.001191722600981937,0.0007848908511159935,0.0015985543508478806
test,se_mpc,static_conservative,avg_return_time_to_safe,0.140746753246753,-0.0821428571428573,0.3636363636363633
test,rsrc,headroom_only,discounted_cost,-0.000343904809928991,-0.00044657865413177955,-0.0002412309657262024
test,rsrc,headroom_only,safety_augmented_cost_medium,-0.0003439048099289632,-0.00044657865413166853,-0.0002412309657262579
test,rsrc,headroom_only,success_rate,0.0,0.0,0.0
test,rsrc,headroom_only,overload_rate,0.0,0.0,0.0
test,rsrc,headroom_only,safe_occupancy_rate,-0.010000000000000009,-0.01200000000000001,-0.008000000000000007
test,rsrc,headroom_only,benchmark_safe_occupancy_rate,0.008000000000000007,0.008000000000000007,0.008000000000000007
test,rsrc,headroom_only,verification_rate,0.0,0.0,0.0
test,rsrc,headroom_only,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,headroom_only,negative_drift_rate_outside_safe,0.00012453457624250763,0.0001183501982365831,0.00013071895424843216
test,rsrc,headroom_only,avg_return_time_to_safe,-0.14015727912786735,-0.2290540540540542,-0.05126050420168049
test,rsrc,rsrc_no_recovery,discounted_cost,-0.000343904809928991,-0.00044657865413177955,-0.0002412309657262024
test,rsrc,rsrc_no_recovery,safety_augmented_cost_medium,-0.0003439048099289632,-0.00044657865413166853,-0.0002412309657262579
test,rsrc,rsrc_no_recovery,success_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_recovery,overload_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_recovery,safe_occupancy_rate,-0.008000000000000007,-0.01200000000000001,-0.0040000000000000036
test,rsrc,rsrc_no_recovery,benchmark_safe_occupancy_rate,0.008000000000000007,0.008000000000000007,0.008000000000000007
test,rsrc,rsrc_no_recovery,verification_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_recovery,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_recovery,negative_drift_rate_outside_safe,9.471943014827122e-05,5.871990604811028e-05,0.00013071895424843216
test,rsrc,rsrc_no_recovery,avg_return_time_to_safe,-0.1548631614808087,-0.2290540540540542,-0.08067226890756318
test,rsrc,rsrc_no_context,discounted_cost,-4.141515910049964e-06,-8.283031820099929e-06,0.0
test,rsrc,rsrc_no_context,safety_augmented_cost_medium,-4.1415159101054755e-06,-8.283031820210951e-06,0.0
test,rsrc,rsrc_no_context,success_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_context,overload_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_context,safe_occupancy_rate,-0.0020000000000000018,-0.0040000000000000036,0.0
test,rsrc,rsrc_no_context,benchmark_safe_occupancy_rate,0.0020000000000000018,0.0,0.0040000000000000036
test,rsrc,rsrc_no_context,verification_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_context,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,rsrc_no_context,negative_drift_rate_outside_safe,2.149982800137007e-05,0.0,4.299965600274014e-05
test,rsrc,rsrc_no_context,avg_return_time_to_safe,-0.03621794871794859,-0.07243589743589718,0.0
test,rsrc,adaptive_threshold,discounted_cost,0.037760603047639923,0.028852213973790897,0.04666899212148895
test,rsrc,adaptive_threshold,safety_augmented_cost_medium,-0.03873939695236017,-0.05514778602620929,-0.022331007878511056
test,rsrc,adaptive_threshold,success_rate,0.102,0.092,0.11199999999999999
test,rsrc,adaptive_threshold,overload_rate,0.0,0.0,0.0
test,rsrc,adaptive_threshold,safe_occupancy_rate,0.07799999999999999,0.05199999999999999,0.10399999999999998
test,rsrc,adaptive_threshold,benchmark_safe_occupancy_rate,-0.192,-0.236,-0.14800000000000002
test,rsrc,adaptive_threshold,verification_rate,0.2233333333333325,0.21866666666666557,0.22799999999999943
test,rsrc,adaptive_threshold,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,adaptive_threshold,negative_drift_rate_outside_safe,-0.0008880061807716721,-0.0012641610346671994,-0.0005118513268761449
test,rsrc,adaptive_threshold,avg_return_time_to_safe,-0.31388352638352623,-0.5003861003861001,-0.12738095238095237
test,rsrc,maxweight_backlog,discounted_cost,0.00028499519743308,0.00012192623746565268,0.0004480641574005073
test,rsrc,maxweight_backlog,safety_augmented_cost_medium,0.00028499519743308,0.00012192623746565268,0.0004480641574005073
test,rsrc,maxweight_backlog,success_rate,0.0,0.0,0.0
test,rsrc,maxweight_backlog,overload_rate,0.0,0.0,0.0
test,rsrc,maxweight_backlog,safe_occupancy_rate,-0.01999999999999999,-0.02799999999999997,-0.01200000000000001
test,rsrc,maxweight_backlog,benchmark_safe_occupancy_rate,-0.023999999999999966,-0.03599999999999992,-0.01200000000000001
test,rsrc,maxweight_backlog,verification_rate,-0.0013333333333332975,-0.002666666666666595,0.0
test,rsrc,maxweight_backlog,certificate_service_violation_rate,0.0,0.0,0.0
test,rsrc,maxweight_backlog,negative_drift_rate_outside_safe,0.00024613978490767296,0.0001789122137404453,0.0003133673560749006
test,rsrc,maxweight_backlog,avg_return_time_to_safe,0.02978075845722916,-0.02184873949579824,0.08141025641025657
test,se_mpc,rsrc,discounted_cost,-0.0009535702414999736,-0.0019025141387354338,-4.62634426451336e-06
test,se_mpc,rsrc,safety_augmented_cost_medium,-0.002453570241500058,-0.0049025141387355475,-4.626344264568871e-06
test,se_mpc,rsrc,success_rate,0.0020000000000000018,0.0,0.0040000000000000036
test,se_mpc,rsrc,overload_rate,0.0,0.0,0.0
test,se_mpc,rsrc,safe_occupancy_rate,0.0020000000000000018,-0.0040000000000000036,0.008000000000000007
test,se_mpc,rsrc,benchmark_safe_occupancy_rate,0.0040000000000000036,0.0,0.008000000000000007
test,se_mpc,rsrc,verification_rate,-0.0006666666666666488,-0.0013333333333332975,0.0
test,se_mpc,rsrc,certificate_service_violation_rate,0.0,0.0,0.0
test,se_mpc,rsrc,negative_drift_rate_outside_safe,-1.4369316685580724e-05,-8.656884387314712e-05,5.783021050198567e-05
test,se_mpc,rsrc,avg_return_time_to_safe,-0.06309523809523832,-0.07619047619047636,-0.050000000000000266
test,camc_static_anchor,static_conservative,discounted_cost,3.0182887208629605e-05,-5.483408416995239e-05,0.0001151998585872116
test,camc_static_anchor,static_conservative,safety_augmented_cost_medium,3.0182887208574094e-05,-5.483408416995239e-05,0.00011519985858710058
test,camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
test,camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
test,camc_static_anchor,static_conservative,safe_occupancy_rate,-0.011999999999999955,-0.02399999999999991,0.0
test,camc_static_anchor,static_conservative,benchmark_safe_occupancy_rate,-0.014000000000000012,-0.020000000000000018,-0.008000000000000007
test,camc_static_anchor,static_conservative,verification_rate,-0.0013333333333334085,-0.002666666666666817,0.0
test,camc_static_anchor,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,camc_static_anchor,static_conservative,negative_drift_rate_outside_safe,0.00023932987634622815,0.0,0.0004786597526924563
test,camc_static_anchor,static_conservative,avg_return_time_to_safe,0.09090909090909083,0.0,0.18181818181818166
test,camc_rsrc_anchor,rsrc,discounted_cost,-0.00028445254929942987,-0.0004797911597738125,-8.911393882504726e-05
test,camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,-0.00028445254929942987,-0.0004797911597738125,-8.911393882504726e-05
test,camc_rsrc_anchor,rsrc,success_rate,0.0,0.0,0.0
test,camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
test,camc_rsrc_anchor,rsrc,safe_occupancy_rate,-0.01200000000000001,-0.020000000000000018,-0.0040000000000000036
test,camc_rsrc_anchor,rsrc,benchmark_safe_occupancy_rate,0.0,0.0,0.0
test,camc_rsrc_anchor,rsrc,verification_rate,-0.004666666666666763,-0.008000000000000118,-0.0013333333333334085
test,camc_rsrc_anchor,rsrc,certificate_service_violation_rate,0.0,0.0,0.0
test,camc_rsrc_anchor,rsrc,negative_drift_rate_outside_safe,0.00013233199943479823,5.783021050198567e-05,0.0002068337883676108
test,camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.07678571428571423,0.02857142857142847,0.125
test,camc_sempc_candidate,static_conservative,discounted_cost,-0.005098300179668197,-0.00625990125028536,-0.003936699109051034
test,camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,0.020401699820331742,0.017740098749714606,0.02306330089094888
test,camc_sempc_candidate,static_conservative,success_rate,-0.03399999999999999,-0.036000000000000004,-0.03199999999999997
test,camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
test,camc_sempc_candidate,static_conservative,safe_occupancy_rate,-0.19599999999999998,-0.19999999999999996,-0.192
test,camc_sempc_candidate,static_conservative,benchmark_safe_occupancy_rate,-0.04199999999999998,-0.04400000000000004,-0.039999999999999925
test,camc_sempc_candidate,static_conservative,verification_rate,-0.07399999999999973,-0.0773333333333327,-0.07066666666666677
test,camc_sempc_candidate,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,camc_sempc_candidate,static_conservative,negative_drift_rate_outside_safe,0.002413965141797647,0.0019429265330904721,0.002885003750504822
test,camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.7668325469994275,0.5750184774575016,0.9586466165413534
test,camc_sempc_candidate,se_mpc,discounted_cost,-0.0058309421990269394,-0.007787543146757836,-0.003874341251296043
test,camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,0.021169057800973112,0.01621245685324224,0.026125658748703984
test,camc_sempc_candidate,se_mpc,success_rate,-0.03599999999999999,-0.04000000000000001,-0.03199999999999997
test,camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
test,camc_sempc_candidate,se_mpc,safe_occupancy_rate,-0.118,-0.128,-0.10799999999999998
test,camc_sempc_candidate,se_mpc,benchmark_safe_occupancy_rate,0.025999999999999968,0.02400000000000002,0.027999999999999914
test,camc_sempc_candidate,se_mpc,verification_rate,-0.07066666666666638,-0.07199999999999929,-0.06933333333333347
test,camc_sempc_candidate,se_mpc,certificate_service_violation_rate,0.0,0.0,0.0
test,camc_sempc_candidate,se_mpc,negative_drift_rate_outside_safe,0.00122224254081571,0.0011580356819744786,0.0012864493996569415
test,camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.6260857937526745,0.21138211382113825,1.0407894736842107
test,pareto_camc_static_anchor,static_conservative,discounted_cost,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,safety_augmented_cost_medium,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,safe_occupancy_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,benchmark_safe_occupancy_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,verification_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,negative_drift_rate_outside_safe,0.0,0.0,0.0
test,pareto_camc_static_anchor,static_conservative,avg_return_time_to_safe,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,discounted_cost,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,success_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,safe_occupancy_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,benchmark_safe_occupancy_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,verification_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,certificate_service_violation_rate,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,negative_drift_rate_outside_safe,0.0,0.0,0.0
test,pareto_camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.0,0.0,0.0
test,pareto_camc_sempc_candidate,static_conservative,discounted_cost,0.0034673583416286458,0.0022939100847386706,0.004640806598518621
test,pareto_camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,-0.00853264165837131,-0.013359193401481395,-0.0037060899152612237
test,pareto_camc_sempc_candidate,static_conservative,success_rate,0.016000000000000014,0.008000000000000007,0.02400000000000002
test,pareto_camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
test,pareto_camc_sempc_candidate,static_conservative,safe_occupancy_rate,-0.05199999999999999,-0.06399999999999995,-0.040000000000000036
test,pareto_camc_sempc_candidate,static_conservative,benchmark_safe_occupancy_rate,-0.05999999999999994,-0.06799999999999995,-0.051999999999999935
test,pareto_camc_sempc_candidate,static_conservative,verification_rate,0.03533333333333305,0.02933333333333299,0.04133333333333311
test,pareto_camc_sempc_candidate,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
test,pareto_camc_sempc_candidate,static_conservative,negative_drift_rate_outside_safe,0.0008425838049374579,0.0005108556832694733,0.0011743119266054425
test,pareto_camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.38528138528138545,0.28571428571428603,0.48484848484848486
test,pareto_camc_sempc_candidate,se_mpc,discounted_cost,0.0027347163222699034,0.0023562679424936617,0.003113164702046145
test,pareto_camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,-0.0077652836777299394,-0.01488683529795376,-0.000643732057506119
test,pareto_camc_sempc_candidate,se_mpc,success_rate,0.014000000000000012,0.0040000000000000036,0.02400000000000002
test,pareto_camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
test,pareto_camc_sempc_candidate,se_mpc,safe_occupancy_rate,0.025999999999999995,0.023999999999999966,0.028000000000000025
test,pareto_camc_sempc_candidate,se_mpc,benchmark_safe_occupancy_rate,0.008000000000000007,0.0040000000000000036,0.01200000000000001
test,pareto_camc_sempc_candidate,se_mpc,verification_rate,0.038666666666666405,0.030666666666666287,0.04666666666666652
test,pareto_camc_sempc_candidate,se_mpc,certificate_service_violation_rate,0.0,0.0,0.0
test,pareto_camc_sempc_candidate,se_mpc,negative_drift_rate_outside_safe,-0.00034913879604447917,-0.0004242424242424381,-0.00027403516784652027
test,pareto_camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.24453463203463244,0.12121212121212155,0.3678571428571433
test,headroom_only,minimal_verify,discounted_cost,0.019936719777229855,0.014981012065714117,0.024892427488745594
test,headroom_only,minimal_verify,safety_augmented_cost_medium,-0.18006328022277018,-0.18210757251125442,-0.17801898793428594
test,headroom_only,minimal_verify,success_rate,0.256,0.236,0.276
test,headroom_only,minimal_verify,overload_rate,-0.004,-0.008,0.0
test,headroom_only,minimal_verify,safe_occupancy_rate,0.438,0.396,0.48
test,headroom_only,minimal_verify,benchmark_safe_occupancy_rate,0.5780000000000001,0.512,0.644
test,headroom_only,minimal_verify,verification_rate,0.8146666666666659,0.8133333333333325,0.8159999999999993
test,headroom_only,minimal_verify,certificate_service_violation_rate,0.0,0.0,0.0
test,headroom_only,minimal_verify,negative_drift_rate_outside_safe,0.055039693658354316,0.040440833099841256,0.06963855421686738
test,headroom_only,minimal_verify,avg_return_time_to_safe,-245.07591414944358,-245.2058823529412,-244.94594594594594
test,always_verify_throttle,always_verify,discounted_cost,-0.000504724339890128,-0.000553241968340723,-0.00045620671143953295
test,always_verify_throttle,always_verify,safety_augmented_cost_medium,-0.000504724339890239,-0.000553241968340723,-0.000456206711439755
test,always_verify_throttle,always_verify,success_rate,0.0,0.0,0.0
test,always_verify_throttle,always_verify,overload_rate,0.0,0.0,0.0
test,always_verify_throttle,always_verify,safe_occupancy_rate,0.030000000000000027,0.028000000000000025,0.03200000000000003
test,always_verify_throttle,always_verify,benchmark_safe_occupancy_rate,0.043999999999999984,0.02799999999999997,0.06
test,always_verify_throttle,always_verify,verification_rate,0.0,0.0,0.0
test,always_verify_throttle,always_verify,certificate_service_violation_rate,0.0,0.0,0.0
test,always_verify_throttle,always_verify,negative_drift_rate_outside_safe,-0.00020146935652576303,-0.00023385658744767834,-0.00016908212560384772
test,always_verify_throttle,always_verify,avg_return_time_to_safe,-0.23507957559681714,-0.5086206896551726,0.038461538461538325
verified,rsrc,static_conservative,discounted_cost,0.0017267040838376269,0.0008879827061358259,0.002565425461539428
verified,rsrc,static_conservative,safety_augmented_cost_medium,0.007726704083837577,0.003887982706135995,0.011565425461539158
verified,rsrc,static_conservative,success_rate,-0.007999999999999993,-0.011999999999999983,-0.0040000000000000036
verified,rsrc,static_conservative,overload_rate,0.0,0.0,0.0
verified,rsrc,static_conservative,safe_occupancy_rate,-0.098,-0.12400000000000005,-0.07199999999999995
verified,rsrc,static_conservative,benchmark_safe_occupancy_rate,-0.07800000000000001,-0.09999999999999998,-0.05600000000000005
verified,rsrc,static_conservative,verification_rate,-0.006000000000000061,-0.008000000000000007,-0.004000000000000115
verified,rsrc,static_conservative,certificate_service_violation_rate,0.0,0.0,0.0
verified,rsrc,static_conservative,negative_drift_rate_outside_safe,0.0,0.0,0.0
verified,rsrc,static_conservative,avg_return_time_to_safe,0.23761042878689942,-0.05042016806722671,0.5256410256410255
verified,se_mpc,static_conservative,discounted_cost,0.0008196820324161969,-0.0009260613967070341,0.002565425461539428
