dataset,controller,headroom_bin,L_bin,mean_drift,mean_delta_sq,negative_drift_rate,negative_delta_sq_rate,benchmark_safe_rate,rows
smith,rsrc_no_context,>0.15,<=0.5,-0.3023571516528593,-0.00447416541102346,1.0,0.18110236220472442,0.41732283464566927,127
smith,rsrc_no_recovery,<=0,<=0.5,0.09685423543904019,0.06515210351406658,0.4094488188976378,0.07874015748031496,0.10236220472440945,127
smith,rsrc_no_recovery,<=0,"(0.5,1]",-0.04442080733041032,-0.039305735129860735,0.6666666666666666,0.6666666666666666,0.0,12
smith,rsrc_no_recovery,"(0,0.03]",<=0.5,-0.18259717399394043,-0.012158846169575733,1.0,0.38461538461538464,0.23076923076923078,13
smith,rsrc_no_recovery,"(0,0.03]","(0.5,1]",-0.22680544940257769,-0.27225125606140776,1.0,1.0,0.25,4
smith,rsrc_no_recovery,"(0.03,0.08]",<=0.5,-0.211532585491952,-0.025346167551926743,1.0,0.3387096774193548,0.22580645161290322,62
smith,rsrc_no_recovery,"(0.03,0.08]","(0.5,1]",-0.25867946769032585,-0.2547542778603888,1.0,1.0,0.5,4
smith,rsrc_no_recovery,"(0.08,0.15]",<=0.5,-0.2550212818340602,-0.012107023437008023,1.0,0.23846153846153847,0.23846153846153847,130
smith,rsrc_no_recovery,"(0.08,0.15]","(0.5,1]",-0.2443774707779402,-0.23071624429263632,1.0,1.0,0.0,5
smith,rsrc_no_recovery,>0.15,<=0.5,-0.2994780072874487,-0.004370608560372892,1.0,0.1958041958041958,0.38461538461538464,143
smith,se_mpc,<=0,<=0.5,0.08866826824263124,0.06305383212815095,0.42748091603053434,0.08396946564885496,0.10687022900763359,131
smith,se_mpc,<=0,"(0.5,1]",-0.04446518524333237,-0.03935609703192761,0.6666666666666666,0.6666666666666666,0.0,12
smith,se_mpc,"(0,0.03]",<=0.5,-0.19593321147623755,-0.017796291487613133,1.0,0.4,0.15,20
smith,se_mpc,"(0,0.03]","(0.5,1]",-0.215019278809177,-0.2505259167946282,1.0,1.0,0.2,5
smith,se_mpc,"(0.03,0.08]",<=0.5,-0.22290154033493279,-0.0256757038953058,1.0,0.3472222222222222,0.25,72
smith,se_mpc,"(0.03,0.08]","(0.5,1]",-0.27392882930233997,-0.2628714065626886,1.0,1.0,0.4,5
smith,se_mpc,"(0.08,0.15]",<=0.5,-0.26009135093230973,-0.00912616331510939,1.0,0.224,0.232,125
smith,se_mpc,"(0.08,0.15]","(0.5,1]",-0.23981343488441395,-0.23153960071675014,1.0,1.0,0.0,3
smith,se_mpc,>0.15,<=0.5,-0.3023571516528593,-0.00447416541102346,1.0,0.18110236220472442,0.41732283464566927,127
smith,static_aggressive,<=0,<=0.5,-0.0027131042137786845,0.04129859097471969,0.605,0.185,0.055,200
smith,static_aggressive,<=0,"(0.5,1]",-0.1546551824424006,-0.16096469370155364,0.8518518518518519,0.8518518518518519,0.0,27
smith,static_aggressive,<=0,"(1,2]",-0.2666547026640073,-0.5000800364221171,1.0,1.0,0.0,1
smith,static_aggressive,"(0,0.03]",<=0.5,-0.24854625027113036,-0.006361718797372567,1.0,0.2702702702702703,0.10810810810810811,37
smith,static_aggressive,"(0,0.03]","(0.5,1]",-0.25680732467817424,-0.23708551091848762,1.0,1.0,0.0,2
smith,static_aggressive,"(0.03,0.08]",<=0.5,-0.2727073897043458,-0.014823386019485242,1.0,0.19718309859154928,0.09859154929577464,71
smith,static_aggressive,"(0.08,0.15]",<=0.5,-0.30281175664756443,-0.006581785278512357,1.0,0.19090909090909092,0.12727272727272726,110
smith,static_aggressive,>0.15,<=0.5,-0.34232464605617563,-0.0027880494322438136,1.0,0.15384615384615385,0.2692307692307692,52
smith,static_conservative,<=0,<=0.5,0.08785307975879007,0.0629105315633646,0.4351145038167939,0.08396946564885496,0.11450381679389313,131
smith,static_conservative,<=0,"(0.5,1]",-0.0446987313210209,-0.039749523538744454,0.75,0.75,0.0,12
smith,static_conservative,"(0,0.03]",<=0.5,-0.19653209499441857,-0.017761396331480172,1.0,0.4,0.2,20
smith,static_conservative,"(0,0.03]","(0.5,1]",-0.21543090220407451,-0.2506589980668283,1.0,1.0,0.2,5
smith,static_conservative,"(0.03,0.08]",<=0.5,-0.22096822738957575,-0.02621981332894996,1.0,0.35714285714285715,0.24285714285714285,70
smith,static_conservative,"(0.03,0.08]","(0.5,1]",-0.27413042193107395,-0.2626734729333297,1.0,1.0,0.4,5
smith,static_conservative,"(0.08,0.15]",<=0.5,-0.2513060801286284,-0.009883530670757609,1.0,0.22608695652173913,0.22608695652173913,115
smith,static_conservative,"(0.08,0.15]","(0.5,1]",-0.23981460593599657,-0.23153905454523757,1.0,1.0,0.0,3
smith,static_conservative,>0.15,<=0.5,-0.300502398572214,-0.00405634473015921,1.0,0.17266187050359713,0.49640287769784175,139
test,adaptive_threshold,<=0,<=0.5,-0.157403573795698,0.007511383722903989,0.9411764705882353,0.0,0.47058823529411764,34
test,adaptive_threshold,"(0,0.03]",<=0.5,-0.2622043698867511,0.0,1.0,0.0,0.6060606060606061,33
test,adaptive_threshold,"(0,0.03]","(0.5,1]",-0.36224083467540846,-0.2337230003911375,1.0,1.0,1.0,1
test,adaptive_threshold,"(0.03,0.08]",<=0.5,-0.29458038301779915,0.0,1.0,0.0,0.7472527472527473,91
test,adaptive_threshold,"(0.08,0.15]",<=0.5,-0.34963483077245733,-9.140947758480233e-05,1.0,0.008438818565400843,0.8227848101265823,237
test,adaptive_threshold,>0.15,<=0.5,-0.41098757868036195,0.0,1.0,0.0,0.8942307692307693,104
test,always_verify,<=0,<=0.5,-0.12849839124695134,0.013968006267980341,0.8888888888888888,0.0,0.1111111111111111,18
test,always_verify,"(0,0.03]",<=0.5,-0.2202112918065239,0.0,1.0,0.0,0.25,4
test,always_verify,"(0,0.03]","(0.5,1]",-0.3361485506043062,-0.22353970559823338,1.0,1.0,0.0,1
test,always_verify,"(0.03,0.08]",<=0.5,-0.3020721749023338,0.0,1.0,0.0,0.24,25
test,always_verify,"(0.08,0.15]",<=0.5,-0.34612450814519613,-5.7306657945976345e-06,1.0,0.006756756756756757,0.31756756756756754,148
test,always_verify,>0.15,<=0.5,-0.38314888133793434,-8.893509436780356e-05,1.0,0.003289473684210526,0.40789473684210525,304
test,always_verify_throttle,<=0,<=0.5,-0.11953614961062074,0.014789309630722235,0.8823529411764706,0.0,0.17647058823529413,17
test,always_verify_throttle,"(0,0.03]",<=0.5,-0.23619286679512488,0.0,1.0,0.0,0.4,5
test,always_verify_throttle,"(0,0.03]","(0.5,1]",-0.3361518598827326,-0.22353783958444068,1.0,1.0,0.0,1
test,always_verify_throttle,"(0.03,0.08]",<=0.5,-0.3034980125466023,0.0,1.0,0.0,0.20833333333333334,24
test,always_verify_throttle,"(0.08,0.15]",<=0.5,-0.33877441091977245,-6.004884605354921e-06,1.0,0.0070921985815602835,0.3120567375886525,141
test,always_verify_throttle,>0.15,<=0.5,-0.38072994243141656,-8.664658784769948e-05,1.0,0.003205128205128205,0.47435897435897434,312
test,camc_rsrc_anchor,<=0,<=0.5,-0.1323005444554527,0.013064501909131934,0.8947368421052632,0.0,0.3157894736842105,19
test,camc_rsrc_anchor,"(0,0.03]",<=0.5,-0.24411299508792197,-0.037028326186173334,1.0,0.16666666666666666,0.3333333333333333,6
test,camc_rsrc_anchor,"(0.03,0.08]",<=0.5,-0.3049963377804119,0.0,1.0,0.0,0.4,35
test,camc_rsrc_anchor,"(0.08,0.15]",<=0.5,-0.35738889943154256,-4.110970102082964e-06,1.0,0.004975124378109453,0.5522388059701493,201
test,camc_rsrc_anchor,>0.15,<=0.5,-0.40423239943549744,-0.0001055618165939249,1.0,0.0041841004184100415,0.6861924686192469,239
test,camc_sempc_candidate,<=0,<=0.5,-0.13598381122250816,0.011286795202077917,0.9090909090909091,0.0,0.3181818181818182,22
test,camc_sempc_candidate,"(0,0.03]",<=0.5,-0.27346407626878333,-0.027775582043787297,1.0,0.125,0.375,8
test,camc_sempc_candidate,"(0.03,0.08]",<=0.5,-0.3029040224182464,0.0,1.0,0.0,0.43478260869565216,46
test,camc_sempc_candidate,"(0.08,0.15]",<=0.5,-0.35499679697821623,-3.6955085894105896e-06,1.0,0.0044444444444444444,0.6533333333333333,225
test,camc_sempc_candidate,>0.15,<=0.5,-0.40763701990458723,-0.00012700175207436393,1.0,0.005025125628140704,0.678391959798995,199
test,camc_static_anchor,<=0,<=0.5,-0.13579494833539593,0.013061692620223733,0.8947368421052632,0.0,0.42105263157894735,19
test,camc_static_anchor,"(0,0.03]",<=0.5,-0.2472019436199471,-0.0370246039446633,1.0,0.16666666666666666,0.3333333333333333,6
test,camc_static_anchor,"(0.03,0.08]",<=0.5,-0.31169895486896143,0.0,1.0,0.0,0.39285714285714285,28
test,camc_static_anchor,"(0.08,0.15]",<=0.5,-0.3419206649582156,-5.454650061671168e-06,1.0,0.006622516556291391,0.5033112582781457,151
test,camc_static_anchor,>0.15,<=0.5,-0.39275654752704225,-8.513812147621206e-05,1.0,0.0033783783783783786,0.7736486486486487,296
test,greedy_myopic,<=0,<=0.5,-0.24907369572274615,0.0032212571448010873,0.967391304347826,0.0,0.30434782608695654,92
test,greedy_myopic,<=0,"(0.5,1]",-0.3778205232905312,-0.2679859437164101,1.0,1.0,1.0,1
test,greedy_myopic,"(0,0.03]",<=0.5,-0.32062193810434575,0.0,1.0,0.0,0.27692307692307694,65
test,greedy_myopic,"(0.03,0.08]",<=0.5,-0.34314646924953307,-7.508311580337275e-06,1.0,0.016666666666666666,0.375,120
test,greedy_myopic,"(0.08,0.15]",<=0.5,-0.38810946039063077,-0.00018435380010502976,1.0,0.006711409395973154,0.5973154362416108,149
test,greedy_myopic,>0.15,<=0.5,-0.448658798985061,0.0,1.0,0.0,0.8493150684931506,73
test,headroom_only,<=0,<=0.5,-0.12160545452478187,0.014608310211562317,0.8823529411764706,0.0,0.29411764705882354,17
test,headroom_only,"(0,0.03]",<=0.5,-0.27564107806120347,-0.05555519522204308,1.0,0.25,0.0,4
test,headroom_only,"(0.03,0.08]",<=0.5,-0.2940664276949651,0.0,1.0,0.0,0.3333333333333333,18
test,headroom_only,"(0.08,0.15]",<=0.5,-0.34943633807710006,-4.9789200147554745e-06,1.0,0.006024096385542169,0.5,166
test,headroom_only,>0.15,<=0.5,-0.4007459681167816,-8.574234571504293e-05,1.0,0.003389830508474576,0.6745762711864407,295
test,maxweight_backlog,<=0,<=0.5,-0.13328701505818172,0.013064449391258027,0.8947368421052632,0.0,0.3157894736842105,19
test,maxweight_backlog,"(0,0.03]",<=0.5,-0.24495141662319708,-0.037028278751080536,1.0,0.16666666666666666,0.3333333333333333,6
test,maxweight_backlog,"(0.03,0.08]",<=0.5,-0.30916666946349086,0.0,1.0,0.0,0.3448275862068966,29
test,maxweight_backlog,"(0.08,0.15]",<=0.5,-0.3494739658940054,-4.464614834088651e-06,1.0,0.005405405405405406,0.5405405405405406,185
test,maxweight_backlog,>0.15,<=0.5,-0.4021658885198363,-9.66624987858732e-05,1.0,0.0038314176245210726,0.7318007662835249,261
test,minimal_verify,<=0,<=0.5,-0.0749340737843458,0.000585505621891195,0.9368635437881874,0.12016293279022404,0.0,491
test,minimal_verify,<=0,"(0.5,1]",-0.08057932703600701,-0.09582775344952559,1.0,1.0,0.0,3
test,minimal_verify,"(0,0.03]",<=0.5,-0.40240541662422513,0.0,1.0,0.0,0.0,1
test,minimal_verify,"(0.03,0.08]",<=0.5,-0.43865240858732374,0.0,1.0,0.0,0.6666666666666666,3
test,minimal_verify,>0.15,<=0.5,-0.5695103150558714,0.0,1.0,0.0,1.0,2
test,oracle_src,<=0,<=0.5,-0.019806557395584377,0.020811777212356195,0.8125,0.0,0.125,16
test,oracle_src,"(0,0.03]",<=0.5,-0.14559755792870377,0.0,1.0,0.0,0.25,4
test,oracle_src,"(0.03,0.08]",<=0.5,-0.19954270040572256,0.0,1.0,0.0,0.3,30
test,oracle_src,"(0.03,0.08]","(0.5,1]",-0.30240443928806565,-0.2563420818240367,1.0,1.0,1.0,1
test,oracle_src,"(0.08,0.15]",<=0.5,-0.26089335947564574,0.0,1.0,0.0,0.5094339622641509,159
test,oracle_src,>0.15,<=0.5,-0.34362983922785534,-0.00026429777094366354,1.0,0.010344827586206896,0.7103448275862069,290
test,pareto_camc_rsrc_anchor,<=0,<=0.5,-0.13235647231478062,0.013064501909131934,0.8947368421052632,0.0,0.3157894736842105,19
test,pareto_camc_rsrc_anchor,"(0,0.03]",<=0.5,-0.24411299508801607,-0.037028326186173334,1.0,0.16666666666666666,0.3333333333333333,6
test,pareto_camc_rsrc_anchor,"(0.03,0.08]",<=0.5,-0.3085807035354014,0.0,1.0,0.0,0.36666666666666664,30
test,pareto_camc_rsrc_anchor,"(0.08,0.15]",<=0.5,-0.35704105925128127,-4.173257527872099e-06,1.0,0.005050505050505051,0.5454545454545454,198
test,pareto_camc_rsrc_anchor,>0.15,<=0.5,-0.40296024736713437,-0.00010214281038845365,1.0,0.004048582995951417,0.6882591093117408,247
test,pareto_camc_sempc_candidate,<=0,<=0.5,-0.13548088336905262,0.013061692620223733,0.8947368421052632,0.0,0.3157894736842105,19
test,pareto_camc_sempc_candidate,"(0,0.03]",<=0.5,-0.24493491002656334,-0.04442952473359596,1.0,0.2,0.0,5
test,pareto_camc_sempc_candidate,"(0.03,0.08]",<=0.5,-0.30927100748001995,0.0,1.0,0.0,0.3793103448275862,29
test,pareto_camc_sempc_candidate,"(0.08,0.15]",<=0.5,-0.342105738922844,-5.6414531459749754e-06,1.0,0.00684931506849315,0.4657534246575342,146
test,pareto_camc_sempc_candidate,>0.15,<=0.5,-0.3926372073708982,-8.372386696664043e-05,1.0,0.0033222591362126247,0.7242524916943521,301
test,pareto_camc_static_anchor,<=0,<=0.5,-0.13619662070230115,0.013061692620223733,0.8947368421052632,0.0,0.42105263157894735,19
test,pareto_camc_static_anchor,"(0,0.03]",<=0.5,-0.2472736068257991,-0.0370246039446633,1.0,0.16666666666666666,0.3333333333333333,6
test,pareto_camc_static_anchor,"(0.03,0.08]",<=0.5,-0.3117501657883208,0.0,1.0,0.0,0.39285714285714285,28
test,pareto_camc_static_anchor,"(0.08,0.15]",<=0.5,-0.34144231311145573,-5.491014395415643e-06,1.0,0.006666666666666667,0.5066666666666667,150
test,pareto_camc_static_anchor,>0.15,<=0.5,-0.3896548191277346,-8.485146113454131e-05,1.0,0.003367003367003367,0.7946127946127947,297
test,plain_mpc,<=0,<=0.5,-0.21760559487971617,0.0012166675837319931,0.9811320754716981,0.007547169811320755,0.16981132075471697,265
test,plain_mpc,<=0,"(0.5,1]",-0.28648948883740843,-0.23986947054282332,1.0,1.0,1.0,1
test,plain_mpc,"(0,0.03]",<=0.5,-0.2851086298608442,-0.00045519990759990673,1.0,0.011428571428571429,0.2857142857142857,175
test,plain_mpc,"(0.03,0.08]",<=0.5,-0.38828388729682894,-7.40373157992612e-05,1.0,0.02564102564102564,0.7692307692307693,39
test,plain_mpc,"(0.08,0.15]",<=0.5,-0.42638981059140035,0.0,1.0,0.0,0.8823529411764706,17
test,plain_mpc,>0.15,<=0.5,-0.44244486770179287,0.0,1.0,0.0,1.0,3
test,rsrc,<=0,<=0.5,-0.13235647231478062,0.013064501909131934,0.8947368421052632,0.0,0.3157894736842105,19
test,rsrc,"(0,0.03]",<=0.5,-0.24411299508801607,-0.037028326186173334,1.0,0.16666666666666666,0.3333333333333333,6
test,rsrc,"(0.03,0.08]",<=0.5,-0.3085807035354014,0.0,1.0,0.0,0.36666666666666664,30
test,rsrc,"(0.08,0.15]",<=0.5,-0.35704105925128127,-4.173257527872099e-06,1.0,0.005050505050505051,0.5454545454545454,198
test,rsrc,>0.15,<=0.5,-0.40296024736713437,-0.00010214281038845365,1.0,0.004048582995951417,0.6882591093117408,247
test,rsrc_no_context,<=0,<=0.5,-0.13650515651257827,0.013064501909131934,0.8947368421052632,0.0,0.3157894736842105,19
test,rsrc_no_context,"(0,0.03]",<=0.5,-0.27010320195678633,-0.055542489279260004,1.0,0.25,0.25,4
test,rsrc_no_context,"(0.03,0.08]",<=0.5,-0.3014069792027236,0.0,1.0,0.0,0.3333333333333333,30
test,rsrc_no_context,"(0.08,0.15]",<=0.5,-0.35788222871731096,-4.259304074838535e-06,1.0,0.005154639175257732,0.5463917525773195,194
test,rsrc_no_context,>0.15,<=0.5,-0.40473763460523937,-9.972045124880652e-05,1.0,0.003952569169960474,0.6837944664031621,253
test,rsrc_no_recovery,<=0,<=0.5,-0.12316287481857227,0.013796737422031077,0.8888888888888888,0.0,0.2777777777777778,18
test,rsrc_no_recovery,"(0,0.03]",<=0.5,-0.2730592826986631,-0.05555519522204308,1.0,0.25,0.25,4
test,rsrc_no_recovery,"(0.03,0.08]",<=0.5,-0.29609167804117575,0.0,1.0,0.0,0.3333333333333333,18
test,rsrc_no_recovery,"(0.08,0.15]",<=0.5,-0.3480880419419134,-4.861768955584758e-06,1.0,0.0058823529411764705,0.5,170
test,rsrc_no_recovery,>0.15,<=0.5,-0.3992491527306247,-8.72206620204747e-05,1.0,0.0034482758620689655,0.6758620689655173,290
test,se_mpc,<=0,<=0.5,-0.13235993881789362,0.013064432927538817,0.8947368421052632,0.0,0.3157894736842105,19
test,se_mpc,"(0,0.03]",<=0.5,-0.2442619724733032,-0.03702823003447096,1.0,0.16666666666666666,0.3333333333333333,6
test,se_mpc,"(0.03,0.08]",<=0.5,-0.3130682139081052,0.0,1.0,0.0,0.3870967741935484,31
test,se_mpc,"(0.08,0.15]",<=0.5,-0.3551837260587057,-4.070467933589536e-06,1.0,0.0049261083743842365,0.5517241379310345,203
test,se_mpc,>0.15,<=0.5,-0.40360359805024093,-0.00010468274035640286,1.0,0.004149377593360996,0.6929460580912863,241
test,static_aggressive,<=0,<=0.5,-0.2052601713287258,0.007781041103612225,0.9473684210526315,0.0,0.05263157894736842,38
test,static_aggressive,<=0,"(0.5,1]",-0.3763128543400489,-0.2673771300651838,1.0,1.0,0.0,1
test,static_aggressive,"(0,0.03]",<=0.5,-0.3242398671430802,0.0,1.0,0.0,0.1111111111111111,45
test,static_aggressive,"(0.03,0.08]",<=0.5,-0.35447141682655736,-3.829590111592568e-06,1.0,0.010101010101010102,0.1919191919191919,99
test,static_aggressive,"(0.08,0.15]",<=0.5,-0.389486376303834,-0.00015427238923222705,1.0,0.0055248618784530384,0.287292817679558,181
test,static_aggressive,>0.15,<=0.5,-0.43651817855203084,0.0,1.0,0.0,0.7279411764705882,136
test,static_conservative,<=0,<=0.5,-0.13619662070230115,0.013061692620223733,0.8947368421052632,0.0,0.42105263157894735,19
test,static_conservative,"(0,0.03]",<=0.5,-0.2472736068257991,-0.0370246039446633,1.0,0.16666666666666666,0.3333333333333333,6
test,static_conservative,"(0.03,0.08]",<=0.5,-0.3117501657883208,0.0,1.0,0.0,0.39285714285714285,28
test,static_conservative,"(0.08,0.15]",<=0.5,-0.34144231311145573,-5.491014395415643e-06,1.0,0.006666666666666667,0.5066666666666667,150
test,static_conservative,>0.15,<=0.5,-0.3896548191277346,-8.485146113454131e-05,1.0,0.003367003367003367,0.7946127946127947,297
verified,adaptive_threshold,<=0,<=0.5,-0.18259941808582378,4.421282537096209e-05,0.9574468085106383,0.02127659574468085,0.3191489361702128,47
verified,adaptive_threshold,"(0,0.03]",<=0.5,-0.24681924145362213,0.0,1.0,0.0,0.5555555555555556,36
verified,adaptive_threshold,"(0.03,0.08]",<=0.5,-0.276473146048789,0.0,1.0,0.0,0.49514563106796117,103
verified,adaptive_threshold,"(0.08,0.15]",<=0.5,-0.34279977596791933,-8.731104169895876e-06,1.0,0.004201680672268907,0.8445378151260504,238
verified,adaptive_threshold,>0.15,<=0.5,-0.4021004245014686,0.0,1.0,0.0,0.8947368421052632,76
verified,always_verify,<=0,<=0.5,-0.15589894646297126,0.0,1.0,0.0,0.3333333333333333,9
verified,always_verify,"(0,0.03]",<=0.5,-0.22584496687883063,0.0,1.0,0.0,0.3333333333333333,6
verified,always_verify,"(0.03,0.08]",<=0.5,-0.28779331333841096,0.0,1.0,0.0,0.23076923076923078,13
verified,always_verify,"(0.08,0.15]",<=0.5,-0.34846198272928897,0.0,1.0,0.0,0.4094488188976378,127
verified,always_verify,>0.15,<=0.5,-0.37752390842259853,0.0,1.0,0.0,0.3884057971014493,345
verified,always_verify_throttle,<=0,<=0.5,-0.15684573024492734,0.0,1.0,0.0,0.3333333333333333,9
verified,always_verify_throttle,"(0,0.03]",<=0.5,-0.23033656303540068,0.0,1.0,0.0,0.4,5
verified,always_verify_throttle,"(0.03,0.08]",<=0.5,-0.28314663080105384,0.0,1.0,0.0,0.21428571428571427,14
verified,always_verify_throttle,"(0.08,0.15]",<=0.5,-0.34538148042770994,0.0,1.0,0.0,0.41935483870967744,124
verified,always_verify_throttle,>0.15,<=0.5,-0.3749943439404811,0.0,1.0,0.0,0.4367816091954023,348
verified,camc_rsrc_anchor,<=0,<=0.5,-0.16004047099983437,0.0,1.0,0.0,0.2727272727272727,11
verified,camc_rsrc_anchor,"(0,0.03]",<=0.5,-0.22562552159901614,0.0,1.0,0.0,0.375,8
verified,camc_rsrc_anchor,"(0.03,0.08]",<=0.5,-0.289060046553194,0.0,1.0,0.0,0.35,20
verified,camc_rsrc_anchor,"(0.08,0.15]",<=0.5,-0.3557384636885064,0.0,1.0,0.0,0.6846846846846847,222
verified,camc_rsrc_anchor,>0.15,<=0.5,-0.399351054444754,0.0,1.0,0.0,0.6652719665271967,239
verified,camc_sempc_candidate,<=0,<=0.5,-0.16240155771042053,0.0,1.0,0.0,0.46153846153846156,13
verified,camc_sempc_candidate,"(0,0.03]",<=0.5,-0.24330951256610747,0.0,1.0,0.0,0.4,10
verified,camc_sempc_candidate,"(0.03,0.08]",<=0.5,-0.28594680386923443,0.0,1.0,0.0,0.4857142857142857,35
verified,camc_sempc_candidate,"(0.08,0.15]",<=0.5,-0.35511457800389534,0.0,1.0,0.0,0.7366255144032922,243
verified,camc_sempc_candidate,>0.15,<=0.5,-0.4017721119623261,0.0,1.0,0.0,0.6633165829145728,199
verified,camc_static_anchor,<=0,<=0.5,-0.16209083954822487,0.0,1.0,0.0,0.4,10
verified,camc_static_anchor,"(0,0.03]",<=0.5,-0.2304412504610248,0.0,1.0,0.0,0.375,8
verified,camc_static_anchor,"(0.03,0.08]",<=0.5,-0.29616091213746404,0.0,1.0,0.0,0.5,16
verified,camc_static_anchor,"(0.08,0.15]",<=0.5,-0.3406153362863187,0.0,1.0,0.0,0.6298701298701299,154
verified,camc_static_anchor,>0.15,<=0.5,-0.38862528519207395,0.0,1.0,0.0,0.8044871794871795,312
verified,greedy_myopic,<=0,<=0.5,-0.2399621426439588,2.2357704003802255e-06,0.983739837398374,0.008130081300813009,0.24390243902439024,123
verified,greedy_myopic,"(0,0.03]",<=0.5,-0.3077101669089856,0.0,1.0,0.0,0.29850746268656714,67
verified,greedy_myopic,"(0.03,0.08]",<=0.5,-0.33904637053054987,0.0,1.0,0.0,0.3931034482758621,145
verified,greedy_myopic,"(0.08,0.15]",<=0.5,-0.3925611818226627,-2.254096387268588e-06,1.0,0.00819672131147541,0.6557377049180327,122
verified,greedy_myopic,>0.15,<=0.5,-0.44129738735415375,0.0,1.0,0.0,0.9534883720930233,43
verified,headroom_only,<=0,<=0.5,-0.12904323724144118,0.0,1.0,0.0,0.25,8
verified,headroom_only,"(0,0.03]",<=0.5,-0.24092744074892078,0.0,1.0,0.0,0.25,8
verified,headroom_only,"(0.03,0.08]",<=0.5,-0.2773976293478108,0.0,1.0,0.0,0.46153846153846156,13
verified,headroom_only,"(0.08,0.15]",<=0.5,-0.3525604027365171,0.0,1.0,0.0,0.6057142857142858,175
verified,headroom_only,>0.15,<=0.5,-0.3957750452222065,0.0,1.0,0.0,0.668918918918919,296
verified,maxweight_backlog,<=0,<=0.5,-0.16678981499755177,0.0,1.0,0.0,0.36363636363636365,11
verified,maxweight_backlog,"(0,0.03]",<=0.5,-0.22608588100244403,0.0,1.0,0.0,0.42857142857142855,7
verified,maxweight_backlog,"(0.03,0.08]",<=0.5,-0.29188383077902014,0.0,1.0,0.0,0.4375,16
verified,maxweight_backlog,"(0.08,0.15]",<=0.5,-0.35419322777629186,0.0,1.0,0.0,0.6831683168316832,202
verified,maxweight_backlog,>0.15,<=0.5,-0.39645701122382254,0.0,1.0,0.0,0.7272727272727273,264
verified,minimal_verify,<=0,<=0.5,-0.07765282638345092,-2.7821244771604662e-21,0.9410569105691057,0.09146341463414634,0.0,492
verified,minimal_verify,"(0,0.03]",<=0.5,-0.38620892968085335,0.0,1.0,0.0,0.3333333333333333,3
verified,minimal_verify,"(0.03,0.08]",<=0.5,-0.458407182273285,0.0,1.0,0.0,0.6666666666666666,3
verified,minimal_verify,"(0.08,0.15]",<=0.5,-0.4470935076377166,0.0,1.0,0.0,0.0,1
verified,minimal_verify,>0.15,<=0.5,-0.602215526722477,0.0,1.0,0.0,1.0,1
verified,oracle_src,<=0,<=0.5,-0.06021621291092742,0.0014145627657204786,0.75,0.0,0.1875,16
verified,oracle_src,"(0,0.03]",<=0.5,-0.16099861825557335,0.0,1.0,0.0,0.15789473684210525,19
verified,oracle_src,"(0.03,0.08]",<=0.5,-0.19823535158893055,-3.059112222486617e-05,1.0,0.023809523809523808,0.14285714285714285,42
verified,oracle_src,"(0.08,0.15]",<=0.5,-0.24835000081697833,-1.8560573848008811e-07,1.0,0.005494505494505495,0.3076923076923077,182
verified,oracle_src,>0.15,<=0.5,-0.3320436357763605,-8.844148080365106e-05,1.0,0.008298755186721992,0.6307053941908713,241
verified,pareto_camc_rsrc_anchor,<=0,<=0.5,-0.1600461190723327,0.0,1.0,0.0,0.2727272727272727,11
verified,pareto_camc_rsrc_anchor,"(0,0.03]",<=0.5,-0.224814191515273,0.0,1.0,0.0,0.2857142857142857,7
verified,pareto_camc_rsrc_anchor,"(0.03,0.08]",<=0.5,-0.2916708911560528,0.0,1.0,0.0,0.3888888888888889,18
verified,pareto_camc_rsrc_anchor,"(0.08,0.15]",<=0.5,-0.35945888928993786,0.0,1.0,0.0,0.7031963470319634,219
verified,pareto_camc_rsrc_anchor,>0.15,<=0.5,-0.3973611109362961,0.0,1.0,0.0,0.6530612244897959,245
verified,pareto_camc_sempc_candidate,<=0,<=0.5,-0.15969674486692848,0.0,1.0,0.0,0.4,10
verified,pareto_camc_sempc_candidate,"(0,0.03]",<=0.5,-0.2294566748009389,0.0,1.0,0.0,0.375,8
verified,pareto_camc_sempc_candidate,"(0.03,0.08]",<=0.5,-0.2979965859125343,0.0,1.0,0.0,0.4666666666666667,15
verified,pareto_camc_sempc_candidate,"(0.08,0.15]",<=0.5,-0.34090684142453886,0.0,1.0,0.0,0.5986842105263158,152
verified,pareto_camc_sempc_candidate,>0.15,<=0.5,-0.3878036850038283,0.0,1.0,0.0,0.746031746031746,315
verified,pareto_camc_static_anchor,<=0,<=0.5,-0.1622223949736124,0.0,1.0,0.0,0.4,10
verified,pareto_camc_static_anchor,"(0,0.03]",<=0.5,-0.23046123254638054,0.0,1.0,0.0,0.375,8
verified,pareto_camc_static_anchor,"(0.03,0.08]",<=0.5,-0.2962190740504531,0.0,1.0,0.0,0.5,16
verified,pareto_camc_static_anchor,"(0.08,0.15]",<=0.5,-0.3407410811352767,0.0,1.0,0.0,0.6363636363636364,154
verified,pareto_camc_static_anchor,>0.15,<=0.5,-0.38691477448795236,0.0,1.0,0.0,0.8076923076923077,312
verified,plain_mpc,<=0,<=0.5,-0.19871302164091298,8.598120813572617e-05,0.9834437086092715,0.009933774834437087,0.10596026490066225,302
verified,plain_mpc,"(0,0.03]",<=0.5,-0.2726052056885968,-0.0001686124990713591,1.0,0.012987012987012988,0.22727272727272727,154
