dataset,controller,epsilon_s,load_threshold,rows,mean_drift,mean_drift_ci_low,mean_drift_ci_high,negative_drift_rate,negative_drift_rate_ci_low,negative_drift_rate_ci_high,mean_delta_sq,mean_delta_sq_ci_low,mean_delta_sq_ci_high,negative_delta_sq_rate,negative_delta_sq_rate_ci_low,negative_delta_sq_rate_ci_high,mean_certified_headroom,mean_exact_headroom
test,pareto_camc_sempc_candidate,0.08,1.0,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.0,0.35,1,-0.3385935768397966,-0.3385935768397966,-0.3385935768397966,1.0,1.0,1.0,-0.2221476236679798,-0.2221476236679798,-0.2221476236679798,1.0,1.0,1.0,0.004076904416348559,0.1635166432324867
test,pareto_camc_static_anchor,0.0,0.5,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.0,1.0,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.03,0.35,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.03,0.5,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.03,1.0,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.08,0.35,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.08,0.5,0,,,,,,,,,,,,,,
test,pareto_camc_static_anchor,0.08,1.0,0,,,,,,,,,,,,,,
test,rsrc,0.0,0.35,1,-0.3385551750141551,-0.3385551750141551,-0.3385551750141551,1.0,1.0,1.0,-0.22216995711704002,-0.22216995711704002,-0.22216995711704002,1.0,1.0,1.0,0.004054955298564256,0.16349490485506113
test,rsrc,0.0,0.5,0,,,,,,,,,,,,,,
test,rsrc,0.0,1.0,0,,,,,,,,,,,,,,
test,rsrc,0.03,0.35,0,,,,,,,,,,,,,,
test,rsrc,0.03,0.5,0,,,,,,,,,,,,,,
test,rsrc,0.03,1.0,0,,,,,,,,,,,,,,
test,rsrc,0.08,0.35,0,,,,,,,,,,,,,,
test,rsrc,0.08,0.5,0,,,,,,,,,,,,,,
test,rsrc,0.08,1.0,0,,,,,,,,,,,,,,
test,se_mpc,0.0,0.35,1,-0.33855616723064247,-0.33855616723064247,-0.33855616723064247,1.0,1.0,1.0,-0.22216938020682578,-0.22216938020682578,-0.22216938020682578,1.0,1.0,1.0,0.004055522414360246,0.1634954665258076
test,se_mpc,0.0,0.5,0,,,,,,,,,,,,,,
test,se_mpc,0.0,1.0,0,,,,,,,,,,,,,,
test,se_mpc,0.03,0.35,0,,,,,,,,,,,,,,
test,se_mpc,0.03,0.5,0,,,,,,,,,,,,,,
test,se_mpc,0.03,1.0,0,,,,,,,,,,,,,,
test,se_mpc,0.08,0.35,0,,,,,,,,,,,,,,
test,se_mpc,0.08,0.5,0,,,,,,,,,,,,,,
test,se_mpc,0.08,1.0,0,,,,,,,,,,,,,,
test,static_conservative,0.0,0.35,1,-0.3385935768397966,-0.3385935768397966,-0.3385935768397966,1.0,1.0,1.0,-0.2221476236679798,-0.2221476236679798,-0.2221476236679798,1.0,1.0,1.0,0.004076904416348559,0.1635166432324867
test,static_conservative,0.0,0.5,0,,,,,,,,,,,,,,
test,static_conservative,0.0,1.0,0,,,,,,,,,,,,,,
test,static_conservative,0.03,0.35,0,,,,,,,,,,,,,,
test,static_conservative,0.03,0.5,0,,,,,,,,,,,,,,
test,static_conservative,0.03,1.0,0,,,,,,,,,,,,,,
test,static_conservative,0.08,0.35,0,,,,,,,,,,,,,,
test,static_conservative,0.08,0.5,0,,,,,,,,,,,,,,
test,static_conservative,0.08,1.0,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.0,0.35,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.0,0.5,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.0,1.0,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.03,0.35,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.03,0.5,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.03,1.0,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.08,0.35,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.08,0.5,0,,,,,,,,,,,,,,
verified,camc_rsrc_anchor,0.08,1.0,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.0,0.35,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.0,0.5,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.0,1.0,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.03,0.35,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.03,0.5,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.03,1.0,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.08,0.35,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.08,0.5,0,,,,,,,,,,,,,,
verified,camc_sempc_candidate,0.08,1.0,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.0,0.35,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.0,0.5,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.0,1.0,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.03,0.35,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.03,0.5,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.03,1.0,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.08,0.35,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.08,0.5,0,,,,,,,,,,,,,,
verified,camc_static_anchor,0.08,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.0,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.0,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.0,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.03,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.03,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.03,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.08,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.08,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_rsrc_anchor,0.08,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.0,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.0,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.0,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.03,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.03,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.03,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.08,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.08,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_sempc_candidate,0.08,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.0,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.0,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.0,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.03,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.03,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.03,1.0,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.08,0.35,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.08,0.5,0,,,,,,,,,,,,,,
verified,pareto_camc_static_anchor,0.08,1.0,0,,,,,,,,,,,,,,
verified,rsrc,0.0,0.35,0,,,,,,,,,,,,,,
verified,rsrc,0.0,0.5,0,,,,,,,,,,,,,,
verified,rsrc,0.0,1.0,0,,,,,,,,,,,,,,
verified,rsrc,0.03,0.35,0,,,,,,,,,,,,,,
verified,rsrc,0.03,0.5,0,,,,,,,,,,,,,,
verified,rsrc,0.03,1.0,0,,,,,,,,,,,,,,
verified,rsrc,0.08,0.35,0,,,,,,,,,,,,,,
verified,rsrc,0.08,0.5,0,,,,,,,,,,,,,,
verified,rsrc,0.08,1.0,0,,,,,,,,,,,,,,
verified,se_mpc,0.0,0.35,0,,,,,,,,,,,,,,
verified,se_mpc,0.0,0.5,0,,,,,,,,,,,,,,
verified,se_mpc,0.0,1.0,0,,,,,,,,,,,,,,
verified,se_mpc,0.03,0.35,0,,,,,,,,,,,,,,
verified,se_mpc,0.03,0.5,0,,,,,,,,,,,,,,
verified,se_mpc,0.03,1.0,0,,,,,,,,,,,,,,
verified,se_mpc,0.08,0.35,0,,,,,,,,,,,,,,
verified,se_mpc,0.08,0.5,0,,,,,,,,,,,,,,
verified,se_mpc,0.08,1.0,0,,,,,,,,,,,,,,
verified,static_conservative,0.0,0.35,0,,,,,,,,,,,,,,
verified,static_conservative,0.0,0.5,0,,,,,,,,,,,,,,
verified,static_conservative,0.0,1.0,0,,,,,,,,,,,,,,
verified,static_conservative,0.03,0.35,0,,,,,,,,,,,,,,
verified,static_conservative,0.03,0.5,0,,,,,,,,,,,,,,
verified,static_conservative,0.03,1.0,0,,,,,,,,,,,,,,
verified,static_conservative,0.08,0.35,0,,,,,,,,,,,,,,
verified,static_conservative,0.08,0.5,0,,,,,,,,,,,,,,
verified,static_conservative,0.08,1.0,0,,,,,,,,,,,,,,
