dataset,comparison,controller_a,controller_b,metric,a_minus_b,ci_low,ci_high
test,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,safe_set_nonempty_rate,-0.03799999999999998,-0.055999999999999994,-0.019999999999999962
test,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.6260857937526745,0.21138211382113825,1.0407894736842107
test,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,camc_activation_rate,0.358,0.312,0.404
test,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,camc_post_switch_violation_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,discounted_cost,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,safety_augmented_cost_medium,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,verification_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,fallback_rate,0.488,0.436,0.54
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,safe_set_nonempty_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,avg_return_time_to_safe,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,camc_activation_rate,0.0,0.0,0.0
test,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,discounted_cost,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,success_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,verification_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,fallback_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,safe_set_nonempty_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,camc_activation_rate,0.0,0.0,0.0
test,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,camc_post_switch_violation_rate,0.0,0.0,0.0
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,discounted_cost,0.0034673583416286458,0.0022939100847386706,0.004640806598518621
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,-0.00853264165837131,-0.013359193401481395,-0.0037060899152612237
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,success_rate,0.016000000000000014,0.008000000000000007,0.02400000000000002
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,verification_rate,0.03533333333333305,0.02933333333333299,0.04133333333333311
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,fallback_rate,0.54,0.5,0.58
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,safe_set_nonempty_rate,-0.05199999999999999,-0.06399999999999995,-0.040000000000000036
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.38528138528138545,0.28571428571428603,0.48484848484848486
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,camc_activation_rate,0.108,0.088,0.128
test,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,discounted_cost,0.0027347163222699034,0.0023562679424936617,0.003113164702046145
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,-0.0077652836777299394,-0.01488683529795376,-0.000643732057506119
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,success_rate,0.014000000000000012,0.0040000000000000036,0.02400000000000002
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,verification_rate,0.038666666666666405,0.030666666666666287,0.04666666666666652
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,fallback_rate,-0.026000000000000023,-0.028000000000000025,-0.02400000000000002
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,safe_set_nonempty_rate,0.025999999999999995,0.023999999999999966,0.028000000000000025
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.24453463203463244,0.12121212121212155,0.3678571428571433
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,camc_activation_rate,0.108,0.088,0.128
test,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,discounted_cost,3.7689846137889393e-05,1.5212938074105065e-05,6.016675420167372e-05
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,safety_augmented_cost_medium,3.768984613783388e-05,1.5212938073938531e-05,6.016675420172923e-05
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,verification_rate,0.0,0.0,0.0
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,fallback_rate,0.42400000000000004,0.38,0.468
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,safe_set_nonempty_rate,-0.008000000000000007,-0.01200000000000001,-0.0040000000000000036
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,avg_return_time_to_safe,-0.029605595553871433,-0.04935897435897463,-0.009852216748768239
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,camc_activation_rate,0.038,0.024,0.052
verified,CAMC-static minus static anchor,camc_static_anchor,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,discounted_cost,-3.177396806317012e-05,-0.00043476608915848924,0.000371218153032149
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,0.001468226031936859,-0.0004347660891583782,0.003371218153032096
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,success_rate,-0.0020000000000000018,-0.0040000000000000036,0.0
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,verification_rate,-0.006666666666666765,-0.006666666666666932,-0.006666666666666599
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,fallback_rate,0.008000000000000007,0.0040000000000000036,0.01200000000000001
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,safe_set_nonempty_rate,-0.00799999999999998,-0.011999999999999955,-0.0040000000000000036
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.03522571819425435,0.011627906976744207,0.0588235294117645
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,camc_activation_rate,0.022,0.02,0.024
verified,CAMC-RSRC minus RSRC anchor,camc_rsrc_anchor,rsrc,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,discounted_cost,-0.012647911068360357,-0.014273622328218438,-0.011022199808502275
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,0.008352088931639634,0.0007263776717814086,0.01597780019149786
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,success_rate,-0.027999999999999983,-0.035999999999999976,-0.01999999999999999
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,verification_rate,-0.07533333333333303,-0.07999999999999974,-0.07066666666666632
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,fallback_rate,0.562,0.52,0.604
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,safe_set_nonempty_rate,-0.14600000000000002,-0.15200000000000002,-0.14
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.504461850206531,0.05471124620060808,0.9542124542124539
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,camc_activation_rate,0.376,0.32,0.432
verified,CAMC-SE-MPC minus static anchor,camc_sempc_candidate,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,discounted_cost,-0.013467593100776554,-0.016839047789757866,-0.010096138411795241
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,0.0015324068992235151,-0.01083904778975775,0.01390386158820478
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,success_rate,-0.01999999999999999,-0.03199999999999997,-0.008000000000000007
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,verification_rate,-0.06866666666666621,-0.07066666666666621,-0.06666666666666621
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,fallback_rate,0.04600000000000001,0.016000000000000014,0.07600000000000001
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,safe_set_nonempty_rate,-0.04600000000000001,-0.07600000000000007,-0.01599999999999996
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,avg_return_time_to_safe,0.2987841945288754,0.1689969604863224,0.4285714285714284
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,camc_activation_rate,0.376,0.32,0.432
verified,CAMC-SE-MPC minus SE-MPC candidate,camc_sempc_candidate,se_mpc,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,discounted_cost,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,safety_augmented_cost_medium,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,success_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,overload_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,verification_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,fallback_rate,0.41600000000000004,0.368,0.464
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,safe_set_nonempty_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,avg_return_time_to_safe,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,camc_activation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-static minus static anchor,pareto_camc_static_anchor,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,discounted_cost,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,safety_augmented_cost_medium,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,success_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,overload_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,verification_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,fallback_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,safe_set_nonempty_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,avg_return_time_to_safe,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,camc_activation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-RSRC minus RSRC anchor,pareto_camc_rsrc_anchor,rsrc,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,discounted_cost,0.0036316987558556446,0.0035843757276545762,0.003679021784056713
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,safety_augmented_cost_medium,-0.002368301244144444,-0.0053209782159431285,0.0005843757276542405
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,success_rate,0.008000000000000007,0.0040000000000000036,0.01200000000000001
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,overload_rate,0.0,0.0,0.0
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,verification_rate,0.03599999999999981,0.026666666666666394,0.045333333333333226
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,fallback_rate,0.45599999999999996,0.42,0.492
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,safe_set_nonempty_rate,-0.040000000000000036,-0.052000000000000046,-0.028000000000000025
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,avg_return_time_to_safe,0.1243058017251566,0.0691244239631339,0.1794871794871793
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,camc_activation_rate,0.11199999999999999,0.08,0.144
verified,Pareto-CAMC-SE-MPC minus static anchor,pareto_camc_sempc_candidate,static_conservative,camc_post_switch_violation_rate,0.0,0.0,0.0
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,discounted_cost,0.0028120167234394478,0.0010189502661151484,0.004605083180763747
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,safety_augmented_cost_medium,-0.009187983276560563,-0.010981049733884918,-0.007394916819236208
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,success_rate,0.016,0.015999999999999986,0.016000000000000014
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,overload_rate,0.0,0.0,0.0
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,verification_rate,0.04266666666666663,0.03066666666666651,0.05466666666666675
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,fallback_rate,-0.06,-0.09599999999999997,-0.02400000000000002
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,safe_set_nonempty_rate,0.05999999999999997,0.02399999999999991,0.09600000000000003
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,avg_return_time_to_safe,-0.08137185395249902,-0.34615384615384626,0.18341013824884822
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,camc_activation_rate,0.11199999999999999,0.08,0.144
verified,Pareto-CAMC-SE-MPC minus SE-MPC candidate,pareto_camc_sempc_candidate,se_mpc,camc_post_switch_violation_rate,0.0,0.0,0.0
