dataset,controller,seed,step,reference_shift,certified_margin,certified_slack,anchor_value,candidate_value,delta_loss,delta_benefit,delta_violation,gate_tau,activated,anchor_preserved,post_switch_violation,rejected_candidates,reject_safety,reject_loss,reject_benefit,reject_violation,candidate_count,safe_nonempty,fallback,L_before,drift,success,slack_quantile,shift_bucket
test,camc_rsrc_anchor,0,101,0.0,-0.11168754885543285,0.13534518807274865,1.2663166869910918,1.2566839164696142,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4667722171413637,0.0,Q5,low
test,camc_rsrc_anchor,0,102,0.0,-0.10992662181015708,0.030681653768261652,1.411412551181075,1.4001160637617112,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.3712998194599894,0.0,Q4,low
test,camc_rsrc_anchor,0,103,0.0,-0.11903783407607438,0.050119535791414926,1.322862676041099,1.3208135795956486,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.43137355592202686,0.0,Q5,low
test,camc_rsrc_anchor,0,104,0.0,-0.12015182703873264,0.010618925922096678,1.3881954830506054,1.3872554934183923,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.4902565304931787,1.0,Q4,low
test,camc_rsrc_anchor,0,105,0.0,-0.11241692433798904,0.04755521933432405,1.390525684572187,1.3824174840708556,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4749795587351409,1.0,Q4,low
test,camc_rsrc_anchor,0,106,0.0,-0.10933443526880154,0.03838620101712778,1.4117084826242756,1.4007843908031572,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4383762832168391,1.0,Q4,low
test,camc_rsrc_anchor,0,107,0.0,-0.10834253225835944,0.10002405328369676,1.3514716506285323,1.3398143172951986,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.44514372191038887,0.0,Q5,low
test,camc_rsrc_anchor,0,108,0.0,-0.11601564317442559,0.07022578938072377,1.3768261829086061,1.3729598416607425,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.48090076503794943,1.0,Q5,low
test,camc_rsrc_anchor,0,109,0.0,-0.11066889503495686,0.09561734172356151,1.322902409651349,1.3140683643423714,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.49068798424702037,1.0,Q5,low
test,camc_rsrc_anchor,0,110,0.0,-0.10902986252155852,0.09480004386577368,1.3637368186040113,1.353506039716378,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4266123404882729,0.0,Q5,low
test,camc_rsrc_anchor,0,111,0.0,-0.11671906743066623,0.05262066031741852,1.2607568563544838,1.258329775817182,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.5000207060477766,1.0,Q5,low
test,camc_rsrc_anchor,0,112,0.0,-0.10740071066689351,0.07190548818665288,1.3742539008514127,1.3628277463830272,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4740957668126929,1.0,Q5,low
test,camc_rsrc_anchor,0,113,0.0,-0.10710001035588436,0.11405115139452462,1.3389047464307693,1.327418683664465,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.38911347135345414,0.0,Q5,low
test,camc_rsrc_anchor,0,114,0.0,-0.11634124430465954,0.07312343490293871,1.3737576666601288,1.3716136510794548,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.39833120766143326,0.0,Q5,low
test,camc_rsrc_anchor,0,115,0.0,,0.007124808180871911,1.7910728735334067,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3206781722423535,1.0,Q4,low
test,camc_rsrc_anchor,0,116,0.0,-0.11797090300677429,0.14188719947721085,1.1996524508165416,1.1996524508165416,,,,,0.0,1.0,,0,0,0,0,0,4,1.0,0.0,0.0,-0.4797269237841619,0.0,Q5,low
test,camc_rsrc_anchor,0,117,0.0,-0.11707827170825943,0.038684322350231226,1.2431749270653802,1.2422158221136272,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4238033769437988,0.0,Q4,low
test,camc_rsrc_anchor,0,118,0.0,,-0.002770705435520271,1.791364707289798,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3046756443402171,0.0,Q3,low
test,camc_rsrc_anchor,0,119,0.0,,-0.003467909305493455,1.6776250447541492,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.41835741433419416,1.0,Q3,low
test,camc_rsrc_anchor,0,120,0.0,-0.10968070260172273,0.036920781596009755,1.3828456309638428,1.3754143481601995,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4262142293735205,1.0,Q4,low
test,camc_rsrc_anchor,0,121,0.0,-0.11471426875590127,0.10916436438426735,1.2698527121614989,1.2676884663137522,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4558467471163596,0.0,Q5,low
test,camc_rsrc_anchor,0,122,0.0,,-0.05592379935830262,1.8855649650012305,,,,,,0.0,1.0,,0,0,0,0,0,1,0.0,1.0,0.0,-0.2181366701644828,0.0,Q2,low
test,camc_rsrc_anchor,0,123,0.0,,-0.13962801725295265,1.8920041917974406,,,,,,0.0,1.0,,0,0,0,0,0,1,0.0,1.0,0.0,-0.17963885161463866,0.0,Q1,low
test,camc_rsrc_anchor,0,124,0.0,,-0.02570549850993964,1.7261097262247622,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3820950301273973,0.0,Q3,low
test,camc_rsrc_anchor,0,125,0.0,,-0.012226693178993497,1.6768180302130116,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.406311155264105,0.0,Q3,low
test,camc_rsrc_anchor,0,126,0.0,,-0.0121586455674213,1.7666105290168805,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3896107896806624,1.0,Q3,low
test,camc_rsrc_anchor,0,127,0.0,-0.10451156209618362,0.07403629947251303,1.4047152171707051,1.3935355940082428,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4419186003005452,0.0,Q5,low
test,camc_rsrc_anchor,0,128,0.0,-0.008233222424898184,0.003979927303034425,1.7922929136960732,1.6849153296303987,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.3250618620190097,0.0,Q3,low
test,camc_rsrc_anchor,0,129,0.0,-0.1029732859513637,0.004794212243842022,1.750382274091399,1.737584460758066,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.3741525422671701,0.0,Q3,low
test,camc_rsrc_anchor,0,130,0.0,,-0.04168049078254532,1.8382092354343444,,,,,,0.0,1.0,,1,1,0,0,0,2,0.0,1.0,0.0,-0.2739604127529551,0.0,Q2,low
test,camc_rsrc_anchor,0,131,0.0,,-0.034963545545659946,1.7647350309655185,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.36139728782343133,0.0,Q3,low
test,camc_rsrc_anchor,0,132,0.0,,-0.06618068681024547,1.7302169960253369,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3809019249115641,1.0,Q2,low
test,camc_rsrc_anchor,0,133,0.0,-0.1021014191833741,0.0020156447711972003,1.7787889013346607,1.7661890077301825,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.3376354634918433,0.0,Q3,low
test,camc_rsrc_anchor,0,134,0.0,,-0.04999419937791605,1.7578302683883518,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3632994811954252,0.0,Q2,low
test,camc_rsrc_anchor,0,135,0.0,,-0.04181433303844273,1.745959538149973,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.37505390993372034,0.0,Q2,low
test,camc_rsrc_anchor,0,136,0.0,,-0.07566036789391806,1.7941502577818538,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.2690644853130606,0.0,Q2,low
test,camc_rsrc_anchor,0,137,0.0,,-0.05988997613285829,1.739644944016872,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3535915881149968,0.0,Q2,low
test,camc_rsrc_anchor,0,138,0.0,,-0.04262194983535428,1.7617907066814507,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3847431669785556,1.0,Q2,low
test,camc_rsrc_anchor,0,139,0.0,-0.10652261219300893,0.007095531256571697,1.4403395526940677,1.4333665889487066,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.31312163880949523,0.0,Q4,low
test,camc_rsrc_anchor,0,140,0.0,-0.10099107616127279,0.00042258522243432406,1.7448598768436452,1.7320620635103117,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.39068465254224916,1.0,Q3,low
test,camc_rsrc_anchor,0,141,0.0,-0.10536478115552222,0.05425095030060911,1.24273408744771,1.2349871135564052,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.44457630742264886,1.0,Q5,low
test,camc_rsrc_anchor,0,142,0.0,-0.007470533249551006,0.019139773161376022,1.5418570123927369,1.436408388882843,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.3448726445116268,0.0,Q4,low
test,camc_rsrc_anchor,0,143,0.0,-0.10714702446760897,0.020440365800167948,1.3893097046014866,1.383489543897562,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.42066925259101184,0.0,Q4,low
test,camc_rsrc_anchor,0,144,0.0,-0.11259485128326047,0.001165154863001172,1.5131501030913816,1.5127084929437822,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.3925498192370107,0.0,Q3,low
test,camc_rsrc_anchor,0,145,0.0,-0.11244169133967061,0.008303178821776891,1.6534311670424855,1.6528556436459505,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.4141786976468907,1.0,Q4,low
test,camc_rsrc_anchor,0,146,0.0,-0.11227224001384874,0.1506846247324558,1.1699088039194272,1.1699088039194272,,,,,0.0,1.0,,0,0,0,0,0,4,1.0,0.0,0.0,-0.49505353957701204,0.0,Q5,low
test,camc_rsrc_anchor,0,147,0.0,-0.005435565458553254,0.02903322162930788,1.5298071742950086,1.4228470911068287,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.3687304045786217,0.0,Q4,low
test,camc_rsrc_anchor,0,148,0.0,-0.10912295830868964,0.003455114000003312,1.51586658144139,1.5126289232657149,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.45913722834718734,1.0,Q3,low
test,camc_rsrc_anchor,0,149,0.0,-0.11057260038287897,0.08357175768854258,1.346971441362897,1.3457606392684394,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4277488381748141,0.0,Q5,low
test,camc_rsrc_anchor,0,150,0.0,-0.11173739354357995,0.0521876624687726,1.3018580759038596,1.3018580759038596,,,,,0.0,1.0,,0,0,0,0,0,4,1.0,0.0,0.0,-0.4276944093737793,0.0,Q5,low
test,camc_rsrc_anchor,0,151,0.0,-0.008977460155918285,0.006812141721468601,1.5403215655183922,1.4374734608964121,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.37852904682972155,0.0,Q4,low
test,camc_rsrc_anchor,0,152,0.0,-0.11185253032707114,0.0010648581385628297,1.642977815031754,1.642977815031754,,,,,0.0,1.0,,2,2,0,0,0,5,1.0,0.0,0.0,-0.38135524926917824,0.0,Q3,low
test,camc_rsrc_anchor,0,153,0.0,,-0.002062810117648306,1.7538829634298683,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3681910731681593,0.0,Q3,low
test,camc_rsrc_anchor,0,154,0.0,,-0.052363408283169544,1.8102432979264207,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.30069392106391574,0.0,Q2,low
test,camc_rsrc_anchor,0,155,0.0,,-0.042675984286128066,1.7577753526532165,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.36359704818574484,0.0,Q2,low
test,camc_rsrc_anchor,0,156,0.0,,-0.07459639926978712,1.7681749948159533,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3566813863962751,1.0,Q2,low
test,camc_rsrc_anchor,0,157,0.0,-0.10638845328481716,0.020258332336219542,1.3898024546908014,1.385447336116801,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.48600066036660305,1.0,Q4,low
test,camc_rsrc_anchor,0,158,0.0,-0.10230544262769169,0.05435804845834902,1.4005329917949974,1.3924545692337866,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.4064388233733892,0.0,Q5,low
test,camc_rsrc_anchor,0,159,0.0,-0.10926271311003061,0.020761502831512124,1.2801015859577691,1.278849300379325,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.43094118366571826,0.0,Q4,low
test,camc_rsrc_anchor,0,160,0.0,-0.10945709285033388,0.00602798116250447,1.5897609151869596,1.5886295555394643,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.3824670542474763,0.0,Q3,low
test,camc_rsrc_anchor,0,161,0.0,,-0.03519878309276847,1.6658344782099852,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.36669296009366936,1.0,Q3,low
test,camc_rsrc_anchor,0,162,0.0,-0.10064842893286632,0.04304162115995269,1.3950280261192032,1.3858074832359295,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.43060867480598475,0.0,Q4,low
test,camc_rsrc_anchor,0,163,0.0,0.002578285101120334,0.05638622358742584,1.3922322363891735,1.2796679507991955,,,,,1.0,0.0,0.0,0,0,0,0,0,4,1.0,0.0,0.0,-0.4639824337579476,0.0,Q5,low
test,camc_rsrc_anchor,0,164,0.0,-0.004993661497626284,0.031621227992073134,1.6596523804279997,1.5545331455153613,,,,,0.0,1.0,,2,1,0,0,0,5,1.0,0.0,0.0,-0.3838217917514132,0.0,Q4,low
test,camc_rsrc_anchor,0,165,0.0,,0.013628804429886343,1.8419956887243876,,,,,,0.0,1.0,,1,1,0,0,0,2,0.0,1.0,0.0,-0.3131978786847127,1.0,Q4,low
test,camc_rsrc_anchor,0,166,0.0,-0.10943459831571009,0.0786137575644228,1.4055474764847833,1.4055474764847833,,,,,0.0,1.0,,0,0,0,0,0,3,1.0,0.0,0.0,-0.4266368620049387,0.0,Q5,low
test,camc_rsrc_anchor,0,167,0.0,-0.00032146788220874245,0.0003678963641474686,1.7807608279639653,1.6716986787934451,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.3578820049047791,1.0,Q3,low
test,camc_rsrc_anchor,0,168,0.0,-0.10557085540691206,0.0858936271846844,1.352328749333668,1.3489188370763492,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.49294242947724604,1.0,Q5,low
test,camc_rsrc_anchor,0,169,0.0,-0.09796397141053469,0.07239577250435295,1.396442280284288,1.3856374797401634,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.41138880874110517,0.0,Q5,low
test,camc_rsrc_anchor,0,170,0.0,-0.0009121275877379542,0.015508792438842733,1.7767662527967887,1.6689243900543738,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.3127665216612571,0.0,Q4,low
test,camc_rsrc_anchor,0,171,0.0,-0.10316991094037842,0.006829515511764028,1.593094899876636,1.5872652174761515,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.38911499034273367,0.0,Q4,low
test,camc_rsrc_anchor,0,172,0.0,,-0.041801054213321476,1.8098333340989212,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.2923393150430796,0.0,Q2,low
test,camc_rsrc_anchor,0,173,0.0,,-0.08249855977580989,1.7798316533612284,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.36242620489611904,1.0,Q2,low
test,camc_rsrc_anchor,0,174,0.0,-0.10179183373945852,0.015291869277693437,1.3924187065809361,1.3858032923927,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.4258504972844205,0.0,Q4,low
test,camc_rsrc_anchor,0,175,0.0,-0.1085046274337696,0.013970437150477744,1.1302796750343775,1.1302796750343775,,,,,0.0,1.0,,1,1,0,0,0,4,1.0,0.0,0.0,-0.4668928366017481,1.0,Q4,low
test,camc_rsrc_anchor,0,176,0.0,-0.09705164097593423,0.031289955513394085,1.4170265139492466,1.4061525342384753,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.44814238875065643,1.0,Q4,low
test,camc_rsrc_anchor,0,177,0.0,-0.09945258096639004,0.052944425134423545,1.3959082241941667,1.387587782363277,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.44815312024685455,1.0,Q5,low
test,camc_rsrc_anchor,0,178,0.0,-0.09597038901194303,0.10460965699737823,1.353191018046426,1.3415336847130923,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4875584695577847,1.0,Q5,low
test,camc_rsrc_anchor,0,179,0.0,-0.09639330094456083,0.1142960605353534,1.3497316647119004,1.3386898487727423,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.42833953711281375,0.0,Q5,low
test,camc_rsrc_anchor,0,180,0.0,-0.10152106648061511,0.06715985463117691,1.311575173581841,1.305659089373243,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4530614805947219,0.0,Q5,low
test,camc_rsrc_anchor,0,181,0.0,-0.09642294714445687,0.00048462402889581924,1.5499514417342062,1.538881773625618,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.4207217225548091,1.0,Q3,low
test,camc_rsrc_anchor,0,182,0.0,,0.030934205806032747,1.77116436447914,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.2978535083012325,0.0,Q4,low
test,camc_rsrc_anchor,0,183,0.0,-0.10402808813417692,0.010770744911207997,1.3504789673189879,1.3471770242451941,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.46809231478863883,1.0,Q4,low
test,camc_rsrc_anchor,0,184,0.0,-0.1032100106272289,0.09765093115921586,1.297635564747631,1.2939345759002328,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.43700200758780056,0.0,Q5,low
test,camc_rsrc_anchor,0,185,0.0,-0.1069038568522662,0.05944559888416712,1.2292023743215266,1.2292023743215266,,,,,0.0,1.0,,0,0,0,0,0,4,1.0,0.0,0.0,-0.43380353693114965,0.0,Q5,low
test,camc_rsrc_anchor,0,186,0.0,,-0.005816416644618405,1.6658505354856277,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3632170255073406,0.0,Q3,low
test,camc_rsrc_anchor,0,187,0.0,,-0.014022879890949635,1.7337720787805946,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.37725778855575465,0.0,Q3,low
test,camc_rsrc_anchor,0,188,0.0,,-0.05525838876531808,1.7926440845695453,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.31262056640220914,0.0,Q2,low
test,camc_rsrc_anchor,0,189,0.0,,-0.045521896738078826,1.7502245300476864,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.36777873414029777,0.0,Q2,low
test,camc_rsrc_anchor,0,190,0.0,,-0.028024205755166398,1.7125402019290932,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.4062857835287131,1.0,Q3,low
test,camc_rsrc_anchor,0,191,0.0,-0.09901402505338612,0.02089641323515723,1.3660887740274246,1.3589882128940558,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.3856127378646955,0.0,Q4,low
test,camc_rsrc_anchor,0,192,0.0,-0.09372964575797739,0.007666630879200831,1.7358248234361993,1.723121762676172,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.38202907388207324,0.0,Q4,low
test,camc_rsrc_anchor,0,193,0.0,-0.09612199615328111,0.008113704234234298,1.75299342395633,1.7427742049269965,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.30331164398939076,0.0,Q4,low
test,camc_rsrc_anchor,0,194,0.0,-0.09857847064970064,0.005771639717337074,1.7680416193129198,1.7603605195766598,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.3381952737656375,0.0,Q3,low
test,camc_rsrc_anchor,0,195,0.0,,-0.04304603143026242,1.8137114743082536,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.27734767312992736,0.0,Q2,low
test,camc_rsrc_anchor,0,196,0.0,,-0.08343942844708607,1.8128033257482747,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.28718696091212154,0.0,Q2,low
test,camc_rsrc_anchor,0,197,0.0,,-0.0661552494216564,1.7616989338863225,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3468850733467652,0.0,Q2,low
test,camc_rsrc_anchor,0,198,0.0,,-0.04301196803268392,1.7139348266700014,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.36193781102225947,0.0,Q2,low
test,camc_rsrc_anchor,0,199,0.0,,-0.015368833575768903,1.5533302076302395,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3777955547263627,0.0,Q3,low
test,camc_rsrc_anchor,0,200,0.0,,-0.2542409651745615,1.9829469407466855,,,,,,0.0,1.0,,0,0,0,0,0,1,0.0,1.0,0.0,-0.14180903645126414,1.0,Q1,low
test,camc_rsrc_anchor,0,201,0.0,-0.09150382247806339,0.0013480313590625848,1.7676891919149726,1.7540510599288526,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.328549363239716,0.0,Q3,low
test,camc_rsrc_anchor,0,202,0.0,,-0.003742803599949718,1.7330870108060754,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3753421950223244,0.0,Q3,low
test,camc_rsrc_anchor,0,203,0.0,-0.10120606693821545,0.007533346198178803,1.646058801184985,1.6419623313626266,,,,,0.0,1.0,,3,2,0,0,0,5,1.0,0.0,0.0,-0.41920260494768496,1.0,Q4,low
test,camc_rsrc_anchor,0,204,0.0,-0.09299478508503987,0.08565042917326582,1.3916303419632865,1.379973008629953,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.44162422692530884,0.0,Q5,low
test,camc_rsrc_anchor,0,205,0.0,-0.10313267361672344,0.04064743059161602,1.4076828301392077,1.4061564581150299,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.4194747784553784,0.0,Q4,low
test,camc_rsrc_anchor,0,206,0.0,,-0.017301977441654404,1.7937429611691766,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.32250943677447946,0.0,Q3,low
test,camc_rsrc_anchor,0,207,0.0,,-0.008422391057629652,1.6409362560039509,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3307264842480976,0.0,Q3,low
test,camc_rsrc_anchor,0,208,0.0,,-0.05828104779796972,1.8323700129807845,,,,,,0.0,1.0,,1,1,0,0,0,2,0.0,1.0,0.0,-0.29095847476322134,1.0,Q2,low
test,camc_rsrc_anchor,0,209,0.0,-0.09564391254589286,0.03349432033786848,1.4052364810189912,1.3966564278256544,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.39668687303651384,0.0,Q4,low
test,camc_rsrc_anchor,0,210,0.0,-0.0022874367548797736,0.001991393894047788,1.538554540254434,1.4364561101887903,,,,,0.0,1.0,,2,1,0,0,0,5,1.0,0.0,0.0,-0.37252751440986126,0.0,Q3,low
test,camc_rsrc_anchor,0,211,0.0,,-0.03942794332317323,1.777548047852565,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.3283890900759686,0.0,Q2,low
test,camc_rsrc_anchor,0,212,0.0,,-0.08101425714765864,1.83662681190004,,,,,,0.0,1.0,,1,1,0,0,0,2,0.0,1.0,0.0,-0.2603077688740507,0.0,Q2,low
test,camc_rsrc_anchor,0,213,0.0,,-0.06410002609187981,1.7430107020392396,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3994157934834528,1.0,Q2,low
test,camc_rsrc_anchor,0,214,0.0,-0.0948706816062462,0.03836062354562675,1.3920031577087313,1.3831843459549649,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.4845653386574301,1.0,Q4,low
test,camc_rsrc_anchor,0,215,0.0,-0.09571693357712485,0.06773213452643789,1.3890023065924801,1.3812231143740124,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.46838624161183995,1.0,Q5,low
test,camc_rsrc_anchor,0,216,0.0,-0.06125829762182598,0.14948902344543544,1.2784643800558215,1.2363379480008778,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.501697720757744,0.0,Q5,low
test,camc_rsrc_anchor,0,217,0.0,-0.10267057126575935,0.07358521508801175,1.2102397822251891,1.2093244197064439,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.48888542844772354,1.0,Q5,low
test,camc_rsrc_anchor,0,218,0.0,-0.09480713112024701,0.1219058360672518,1.2959113416436006,1.2875171627734678,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.43463626098642427,0.0,Q5,low
test,camc_rsrc_anchor,0,219,0.0,-0.027617433564171734,0.10556002812917487,1.3278525035029738,1.2522939175693555,,,,,0.0,1.0,,1,0,0,0,0,4,1.0,0.0,0.0,-0.4709037398702806,0.0,Q5,low
test,camc_rsrc_anchor,0,220,0.0,0.005223699816194846,0.013517150513944753,1.6538683123577012,1.5452869707647636,,,,,1.0,0.0,0.0,0,0,0,0,0,4,1.0,0.0,0.0,-0.3445113325260601,0.0,Q4,low
test,camc_rsrc_anchor,0,221,0.0,,-0.043487648111947386,1.7750018415011968,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.32272610612465447,0.0,Q2,low
test,camc_rsrc_anchor,0,222,0.0,,-0.0295353722878815,1.6462925904060692,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.39603928746065364,0.0,Q3,low
test,camc_rsrc_anchor,0,223,0.0,,-0.0721195027559427,1.7848942258642242,,,,,,0.0,1.0,,3,3,0,0,0,4,0.0,1.0,0.0,-0.2643944198627859,0.0,Q2,low
test,camc_rsrc_anchor,0,224,0.0,,-0.05876461511654907,1.7694695298048058,,,,,,0.0,1.0,,4,4,0,0,0,5,0.0,1.0,0.0,-0.3610668536223016,1.0,Q2,low
test,camc_rsrc_anchor,0,225,0.0,-0.09977110078664578,0.042353285030557575,1.3946231802044164,1.3917695799379541,,,,,0.0,1.0,,2,1,0,0,0,4,1.0,0.0,0.0,-0.46815604410963585,1.0,Q4,low
test,camc_rsrc_anchor,0,226,0.0,-0.09328695776767829,0.07074778001546067,1.409222518678501,1.400065039870675,,,,,0.0,1.0,,1,0,0,0,0,3,1.0,0.0,0.0,-0.3914380866529911,0.0,Q5,low
