target,reference,n_pairs,success_margin,success_noninferior_by_ci,success_evidence_informative,publication_ready_success_claim,min_publication_pairs,success_mean_diff,success_ci_low,success_ci_high,total_observed_work_mean_diff,total_observed_work_ci_low,total_observed_work_ci_high
context_gate_medium_high,direct_low,30,0.1,True,True,True,30,0.13333333333333333,0.03333333333333333,0.26666666666666666,2.8,2.1333333333333333,3.466666666666667
