target,reference,n_pairs,success_margin,success_noninferior_by_ci,success_evidence_informative,publication_ready_success_claim,min_publication_pairs,success_mean_diff,success_ci_low,success_ci_high,total_observed_work_mean_diff,total_observed_work_ci_low,total_observed_work_ci_high
learned_gate_loto,direct_low,60,0.1,True,True,True,30,0.06666666666666667,0.016666666666666666,0.13333333333333333,1.8,1.3333333333333333,2.3333333333333335
